"","From","To","Probability","Distance","Relationship"
"1","USA-MA-Broad-CRSP_SMWU7LFW35KBKQBP-2022","USA-MA-Broad-CRSP_DKVWTFU3NZJ4V5K5-2022",0.733333333333333,1,"Fixation to Minor Allele"
"2","USA-MA-Broad-CRSP_6JEF433NBX4DNPUF-2022","USA-MA-Broad-CRSP_DKVWTFU3NZJ4V5K5-2022",0.0444444444444444,1,"Fixation to Minor Allele"
"3","USA-MA-Broad-CRSP_BNFNVYJYUOBAHV3V-2022","USA-MA-Broad-CRSP_DKVWTFU3NZJ4V5K5-2022",0.0444444444444444,2,"Minor Allele to Fixation"
"4","USA-MA-Broad-CRSP_TT62ZUQCDJ2BY2OR-2022","USA-MA-Broad-CRSP_DKVWTFU3NZJ4V5K5-2022",0.177777777777778,1,"Fixation to Minor Allele"
"5","Index","USA-MA-Broad-CRSP_SMWU7LFW35KBKQBP-2022",1,NA,"Index Case"
"6","USA-MA-Broad-CRSP_SMWU7LFW35KBKQBP-2022","USA-MA-Broad-CRSP_6JEF433NBX4DNPUF-2022",1,0,"Same Consensus"
"7","USA-MA-Broad-CRSP_SMWU7LFW35KBKQBP-2022","USA-MA-Broad-CRSP_BNFNVYJYUOBAHV3V-2022",0.955555555555556,1,"Fixation to Minor Allele"
"8","USA-MA-Broad-CRSP_6JEF433NBX4DNPUF-2022","USA-MA-Broad-CRSP_BNFNVYJYUOBAHV3V-2022",0.0222222222222222,1,"Fixation to Minor Allele"
"9","USA-MA-Broad-CRSP_TT62ZUQCDJ2BY2OR-2022","USA-MA-Broad-CRSP_BNFNVYJYUOBAHV3V-2022",0.0222222222222222,1,"Fixation to Minor Allele"
"10","USA-MA-Broad-CRSP_SMWU7LFW35KBKQBP-2022","USA-MA-Broad-CRSP_TT62ZUQCDJ2BY2OR-2022",1,0,"Same Consensus"
