"","From","To","Probability","Distance","Relationship"
"1","Index","USA-MA-CDCBI-CRSP_CE3OB2SALM44LL5C-2022",0.861111111111111,NA,"Index Case"
"2","USA-MA-CDCBI-CRSP_Q2IGIZ7DBV4IUX4R-2022","USA-MA-CDCBI-CRSP_CE3OB2SALM44LL5C-2022",0.0555555555555556,0,"Same Consensus"
"3","USA-MA-CDCBI-CRSP_JZXW3MADJ7F2GFFL-2022","USA-MA-CDCBI-CRSP_CE3OB2SALM44LL5C-2022",0.0555555555555556,1,"Minor Allele to Fixation"
"4","USA-MA-CDCBI-CRSP_5K63ESQRBDRPP65X-2022","USA-MA-CDCBI-CRSP_CE3OB2SALM44LL5C-2022",0.0277777777777778,0,"Same Consensus"
"5","Index","USA-MA-CDCBI-CRSP_Q2IGIZ7DBV4IUX4R-2022",0.0555555555555556,NA,"Index Case"
"6","USA-MA-CDCBI-CRSP_CE3OB2SALM44LL5C-2022","USA-MA-CDCBI-CRSP_Q2IGIZ7DBV4IUX4R-2022",0.833333333333333,0,"Same Consensus"
"7","USA-MA-CDCBI-CRSP_5K63ESQRBDRPP65X-2022","USA-MA-CDCBI-CRSP_Q2IGIZ7DBV4IUX4R-2022",0.111111111111111,0,"Same Consensus"
"8","Index","USA-MA-CDCBI-CRSP_JZXW3MADJ7F2GFFL-2022",0.0555555555555556,NA,"Index Case"
"9","USA-MA-CDCBI-CRSP_CE3OB2SALM44LL5C-2022","USA-MA-CDCBI-CRSP_JZXW3MADJ7F2GFFL-2022",0.777777777777778,1,"Fixation to Minor Allele"
"10","USA-MA-CDCBI-CRSP_Q2IGIZ7DBV4IUX4R-2022","USA-MA-CDCBI-CRSP_JZXW3MADJ7F2GFFL-2022",0.0555555555555556,1,"Fixation to Minor Allele"
"11","USA-MA-CDCBI-CRSP_5K63ESQRBDRPP65X-2022","USA-MA-CDCBI-CRSP_JZXW3MADJ7F2GFFL-2022",0.111111111111111,1,"Fixation to Minor Allele"
"12","Index","USA-MA-CDCBI-CRSP_5K63ESQRBDRPP65X-2022",0.0277777777777778,NA,"Index Case"
"13","USA-MA-CDCBI-CRSP_CE3OB2SALM44LL5C-2022","USA-MA-CDCBI-CRSP_5K63ESQRBDRPP65X-2022",0.833333333333333,0,"Same Consensus"
"14","USA-MA-CDCBI-CRSP_Q2IGIZ7DBV4IUX4R-2022","USA-MA-CDCBI-CRSP_5K63ESQRBDRPP65X-2022",0.138888888888889,0,"Same Consensus"
