"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_GLMCFO3YLSIIMLYF-2021","USA-MA-CDCBI-CRSP_WEDZM3JKGQVOGPHF-2021",1,1,"Minor Allele to Fixation"
"2","Index","USA-MA-CDCBI-CRSP_43HUVLSJDVNHJKBL-2021",0.597222222222222,NA,"Index Case"
"3","USA-MA-CDCBI-CRSP_WEDZM3JKGQVOGPHF-2021","USA-MA-CDCBI-CRSP_43HUVLSJDVNHJKBL-2021",0.0833333333333333,0,"Same Consensus"
"4","USA-MA-CDCBI-CRSP_2HRPBNIGBQZWRJV3-2021","USA-MA-CDCBI-CRSP_43HUVLSJDVNHJKBL-2021",0.0416666666666667,0,"Same Consensus"
"5","USA-MA-CDCBI-CRSP_QIMGGQMK5SOTI6HU-2021","USA-MA-CDCBI-CRSP_43HUVLSJDVNHJKBL-2021",0.277777777777778,0,"Same Consensus"
"6","USA-MA-CDCBI-CRSP_WEDZM3JKGQVOGPHF-2021","USA-MA-CDCBI-CRSP_2HRPBNIGBQZWRJV3-2021",0.0138888888888889,0,"Same Consensus"
"7","USA-MA-CDCBI-CRSP_43HUVLSJDVNHJKBL-2021","USA-MA-CDCBI-CRSP_2HRPBNIGBQZWRJV3-2021",0.680555555555556,0,"Same Consensus"
"8","USA-MA-CDCBI-CRSP_QIMGGQMK5SOTI6HU-2021","USA-MA-CDCBI-CRSP_2HRPBNIGBQZWRJV3-2021",0.305555555555556,0,"Same Consensus"
"9","Index","USA-MA-CDCBI-CRSP_QIMGGQMK5SOTI6HU-2021",0.277777777777778,NA,"Index Case"
"10","USA-MA-CDCBI-CRSP_WEDZM3JKGQVOGPHF-2021","USA-MA-CDCBI-CRSP_QIMGGQMK5SOTI6HU-2021",0.0416666666666667,0,"Same Consensus"
"11","USA-MA-CDCBI-CRSP_43HUVLSJDVNHJKBL-2021","USA-MA-CDCBI-CRSP_QIMGGQMK5SOTI6HU-2021",0.652777777777778,0,"Same Consensus"
"12","USA-MA-CDCBI-CRSP_2HRPBNIGBQZWRJV3-2021","USA-MA-CDCBI-CRSP_QIMGGQMK5SOTI6HU-2021",0.0277777777777778,0,"Same Consensus"
"13","USA-MA-CDCBI-CRSP_NGNXZFWNDJ642MNS-2021","USA-MA-CDCBI-CRSP_7CMSS4AIHJSAYYLO-2021",1,1,"Undetected Consensus Change"
"14","Index","USA-MA-CDCBI-CRSP_NYDC7JCRHPHASTN2-2021",0.930555555555556,NA,"Index Case"
"15","USA-MA-CDCBI-CRSP_43HUVLSJDVNHJKBL-2021","USA-MA-CDCBI-CRSP_NYDC7JCRHPHASTN2-2021",0.0277777777777778,2,"Undetected Consensus Change"
"16","USA-MA-CDCBI-CRSP_2HRPBNIGBQZWRJV3-2021","USA-MA-CDCBI-CRSP_NYDC7JCRHPHASTN2-2021",0.0138888888888889,2,"Undetected Consensus Change"
"17","USA-MA-CDCBI-CRSP_QIMGGQMK5SOTI6HU-2021","USA-MA-CDCBI-CRSP_NYDC7JCRHPHASTN2-2021",0.0277777777777778,2,"Undetected Consensus Change"
"18","Index","USA-MA-CDCBI-CRSP_NGNXZFWNDJ642MNS-2021",1,NA,"Index Case"
"19","Index","USA-MA-CDCBI-CRSP_GLMCFO3YLSIIMLYF-2021",1,NA,"Index Case"
