"","From","To","Probability","Distance","Relationship"
"1","USA-MA-Broad-CRSP_JNPVJLWJ2D536ZBG-2022","USA-MA-Broad-CRSP_IL3VTUJDKXYAIL53-2022",0.333333333333333,1,"Minor Allele to Fixation"
"2","USA-MA-Broad-CRSP_TZEOSKBSZSQN3Z36-2022","USA-MA-Broad-CRSP_IL3VTUJDKXYAIL53-2022",0.666666666666667,0,"Same Consensus"
"3","Index","USA-MA-Broad-CRSP_EPVRFQ6USRZWTLYQ-2022",0.2,NA,"Index Case"
"4","USA-MA-Broad-CRSP_RXWOP475IVGXBZRL-2022","USA-MA-Broad-CRSP_EPVRFQ6USRZWTLYQ-2022",0.377777777777778,0,"Same Consensus"
"5","USA-MA-Broad-CRSP_TZEOSKBSZSQN3Z36-2022","USA-MA-Broad-CRSP_EPVRFQ6USRZWTLYQ-2022",0.422222222222222,1,"Undetected Consensus Change"
"6","USA-MA-Broad-CRSP_TZEOSKBSZSQN3Z36-2022","USA-MA-Broad-CRSP_JNPVJLWJ2D536ZBG-2022",1,1,"Fixation to Minor Allele"
"7","Index","USA-MA-Broad-CRSP_RXWOP475IVGXBZRL-2022",0.0666666666666667,NA,"Index Case"
"8","USA-MA-Broad-CRSP_EPVRFQ6USRZWTLYQ-2022","USA-MA-Broad-CRSP_RXWOP475IVGXBZRL-2022",0.622222222222222,0,"Same Consensus"
"9","USA-MA-Broad-CRSP_TZEOSKBSZSQN3Z36-2022","USA-MA-Broad-CRSP_RXWOP475IVGXBZRL-2022",0.311111111111111,1,"Undetected Consensus Change"
"10","Index","USA-MA-Broad-CRSP_TZEOSKBSZSQN3Z36-2022",0.733333333333333,NA,"Index Case"
"11","USA-MA-Broad-CRSP_EPVRFQ6USRZWTLYQ-2022","USA-MA-Broad-CRSP_TZEOSKBSZSQN3Z36-2022",0.2,1,"Undetected Consensus Change"
"12","USA-MA-Broad-CRSP_RXWOP475IVGXBZRL-2022","USA-MA-Broad-CRSP_TZEOSKBSZSQN3Z36-2022",0.0666666666666667,1,"Undetected Consensus Change"
