"","From","To","Probability","Distance","Relationship"
"1","Index","USA-MA-CDCBI-CRSP_7BMXNFU6QBWFH3DR-2021",0.740740740740741,NA,"Index Case"
"2","USA-MA-CDCBI-CRSP_ES2ZCN6INPT43JPP-2021","USA-MA-CDCBI-CRSP_7BMXNFU6QBWFH3DR-2021",0.197530864197531,0,"Same Consensus"
"3","USA-MA-CDCBI-CRSP_GIHURCFVPJWZZWSX-2021","USA-MA-CDCBI-CRSP_7BMXNFU6QBWFH3DR-2021",0.0493827160493827,0,"Same Consensus"
"4","USA-MA-CDCBI-CRSP_VJGBCKUGANU4OBF5-2021","USA-MA-CDCBI-CRSP_7BMXNFU6QBWFH3DR-2021",0.0123456790123457,0,"Same Consensus"
"5","Index","USA-MA-CDCBI-CRSP_ES2ZCN6INPT43JPP-2021",0.197530864197531,NA,"Index Case"
"6","USA-MA-CDCBI-CRSP_7BMXNFU6QBWFH3DR-2021","USA-MA-CDCBI-CRSP_ES2ZCN6INPT43JPP-2021",0.753086419753086,0,"Same Consensus"
"7","USA-MA-CDCBI-CRSP_GIHURCFVPJWZZWSX-2021","USA-MA-CDCBI-CRSP_ES2ZCN6INPT43JPP-2021",0.037037037037037,0,"Same Consensus"
"8","USA-MA-CDCBI-CRSP_VJGBCKUGANU4OBF5-2021","USA-MA-CDCBI-CRSP_ES2ZCN6INPT43JPP-2021",0.0123456790123457,0,"Same Consensus"
"9","USA-MA-CDCBI-CRSP_RKRIQF2UMHHQAIWV-2021","USA-MA-CDCBI-CRSP_4NJ5S7DYHD5PHBBC-2021",0.407407407407407,0,"Same Consensus"
"10","USA-MA-CDCBI-CRSP_BY7S6PROJZ5J7MCF-2021","USA-MA-CDCBI-CRSP_4NJ5S7DYHD5PHBBC-2021",0.160493827160494,0,"Same Consensus"
"11","USA-MA-CDCBI-CRSP_TUQD5HPKRCG4I3Z6-2021","USA-MA-CDCBI-CRSP_4NJ5S7DYHD5PHBBC-2021",0.432098765432099,0,"Same Consensus"
"12","USA-MA-CDCBI-CRSP_7BMXNFU6QBWFH3DR-2021","USA-MA-CDCBI-CRSP_RKRIQF2UMHHQAIWV-2021",0.160493827160494,1,"Undetected Consensus Change"
"13","USA-MA-CDCBI-CRSP_ES2ZCN6INPT43JPP-2021","USA-MA-CDCBI-CRSP_RKRIQF2UMHHQAIWV-2021",0.148148148148148,1,"Undetected Consensus Change"
