"","From","To","Probability","Distance","Relationship"
"1","Index","USA-MA-CDCBI-CRSP_Z4NKKMP5S6ETX5FM-2021",1,NA,"Index Case"
"2","Index","USA-MA-CDCBI-CRSP_MCCQJ4RW5VKRMRRI-2021",0.955555555555556,NA,"Index Case"
"3","USA-MA-CDCBI-CRSP_KL37NVDRFZCJWSMQ-2021","USA-MA-CDCBI-CRSP_MCCQJ4RW5VKRMRRI-2021",0.0222222222222222,2,"Undetected Consensus Change"
"4","USA-MA-CDCBI-CRSP_2QLXCKREAM4W4JBL-2021","USA-MA-CDCBI-CRSP_MCCQJ4RW5VKRMRRI-2021",0.0222222222222222,2,"Undetected Consensus Change"
"5","USA-MA-CDCBI-CRSP_Z4NKKMP5S6ETX5FM-2021","USA-MA-CDCBI-CRSP_KL37NVDRFZCJWSMQ-2021",0.0666666666666667,1,"Minor Allele to Fixation"
"6","USA-MA-CDCBI-CRSP_2QLXCKREAM4W4JBL-2021","USA-MA-CDCBI-CRSP_KL37NVDRFZCJWSMQ-2021",0.933333333333333,0,"Same Consensus"
"7","USA-MA-CDCBI-CRSP_Z4NKKMP5S6ETX5FM-2021","USA-MA-CDCBI-CRSP_UXVU4SR5YKK3RTPW-2021",0.0222222222222222,2,"Minor Allele to Fixation"
"8","USA-MA-CDCBI-CRSP_KL37NVDRFZCJWSMQ-2021","USA-MA-CDCBI-CRSP_UXVU4SR5YKK3RTPW-2021",0.6,1,"Fixation to Minor Allele"
"9","USA-MA-CDCBI-CRSP_2QLXCKREAM4W4JBL-2021","USA-MA-CDCBI-CRSP_UXVU4SR5YKK3RTPW-2021",0.377777777777778,1,"Fixation to Minor Allele"
"10","USA-MA-CDCBI-CRSP_Z4NKKMP5S6ETX5FM-2021","USA-MA-CDCBI-CRSP_2QLXCKREAM4W4JBL-2021",1,1,"Minor Allele to Fixation"
