"","From","To","Probability","Distance","Relationship"
"1","Index","USA-MA-CDCBI-CRSP_GXVEU64DQJDZPMWM-2021",0.5,NA,"Index Case"
"2","USA-MA-CDCBI-CRSP_JRP3N732RXYE4OFY-2021","USA-MA-CDCBI-CRSP_GXVEU64DQJDZPMWM-2021",0.0925925925925926,2,"Undetected Consensus Change"
"3","USA-MA-CDCBI-CRSP_CU76OUTYKBQVWWWG-2021","USA-MA-CDCBI-CRSP_GXVEU64DQJDZPMWM-2021",0.185185185185185,2,"Undetected Consensus Change"
"4","USA-MA-CDCBI-CRSP_OW372XPWZX7HCWQZ-2021","USA-MA-CDCBI-CRSP_GXVEU64DQJDZPMWM-2021",0.0740740740740741,2,"Undetected Consensus Change"
"5","USA-MA-CDCBI-CRSP_7W3WCD4ZDRTTO4UL-2021","USA-MA-CDCBI-CRSP_GXVEU64DQJDZPMWM-2021",0.148148148148148,2,"Undetected Consensus Change"
"6","Index","USA-MA-CDCBI-CRSP_JRP3N732RXYE4OFY-2021",0.0555555555555556,NA,"Index Case"
"7","USA-MA-CDCBI-CRSP_CU76OUTYKBQVWWWG-2021","USA-MA-CDCBI-CRSP_JRP3N732RXYE4OFY-2021",0.462962962962963,0,"Same Consensus"
"8","USA-MA-CDCBI-CRSP_OW372XPWZX7HCWQZ-2021","USA-MA-CDCBI-CRSP_JRP3N732RXYE4OFY-2021",0.0185185185185185,0,"Same Consensus"
"9","USA-MA-CDCBI-CRSP_7W3WCD4ZDRTTO4UL-2021","USA-MA-CDCBI-CRSP_JRP3N732RXYE4OFY-2021",0.462962962962963,0,"Same Consensus"
"10","Index","USA-MA-CDCBI-CRSP_CU76OUTYKBQVWWWG-2021",0.444444444444444,NA,"Index Case"
"11","USA-MA-CDCBI-CRSP_JRP3N732RXYE4OFY-2021","USA-MA-CDCBI-CRSP_CU76OUTYKBQVWWWG-2021",0.0555555555555556,0,"Same Consensus"
"12","USA-MA-CDCBI-CRSP_OW372XPWZX7HCWQZ-2021","USA-MA-CDCBI-CRSP_CU76OUTYKBQVWWWG-2021",0.0185185185185185,0,"Same Consensus"
"13","USA-MA-CDCBI-CRSP_7W3WCD4ZDRTTO4UL-2021","USA-MA-CDCBI-CRSP_CU76OUTYKBQVWWWG-2021",0.481481481481481,0,"Same Consensus"
"14","Index","USA-MA-CDCBI-CRSP_OW372XPWZX7HCWQZ-2021",0.0185185185185185,NA,"Index Case"
"15","USA-MA-CDCBI-CRSP_JRP3N732RXYE4OFY-2021","USA-MA-CDCBI-CRSP_OW372XPWZX7HCWQZ-2021",0.148148148148148,0,"Same Consensus"
"16","USA-MA-CDCBI-CRSP_CU76OUTYKBQVWWWG-2021","USA-MA-CDCBI-CRSP_OW372XPWZX7HCWQZ-2021",0.259259259259259,0,"Same Consensus"
"17","USA-MA-CDCBI-CRSP_7W3WCD4ZDRTTO4UL-2021","USA-MA-CDCBI-CRSP_OW372XPWZX7HCWQZ-2021",0.574074074074074,0,"Same Consensus"
"18","USA-MA-CDCBI-CRSP_JRP3N732RXYE4OFY-2021","USA-MA-CDCBI-CRSP_ZLRHBPZR7AL6NXHN-2021",0.351851851851852,0,"Same Consensus"
"19","USA-MA-CDCBI-CRSP_CU76OUTYKBQVWWWG-2021","USA-MA-CDCBI-CRSP_ZLRHBPZR7AL6NXHN-2021",0.259259259259259,0,"Same Consensus"
"20","USA-MA-CDCBI-CRSP_OW372XPWZX7HCWQZ-2021","USA-MA-CDCBI-CRSP_ZLRHBPZR7AL6NXHN-2021",0.148148148148148,0,"Same Consensus"
"21","USA-MA-CDCBI-CRSP_7W3WCD4ZDRTTO4UL-2021","USA-MA-CDCBI-CRSP_ZLRHBPZR7AL6NXHN-2021",0.240740740740741,0,"Same Consensus"
"22","Index","USA-MA-CDCBI-CRSP_7W3WCD4ZDRTTO4UL-2021",0.481481481481481,NA,"Index Case"
"23","USA-MA-CDCBI-CRSP_JRP3N732RXYE4OFY-2021","USA-MA-CDCBI-CRSP_7W3WCD4ZDRTTO4UL-2021",0.037037037037037,0,"Same Consensus"
"24","USA-MA-CDCBI-CRSP_CU76OUTYKBQVWWWG-2021","USA-MA-CDCBI-CRSP_7W3WCD4ZDRTTO4UL-2021",0.462962962962963,0,"Same Consensus"
"25","USA-MA-CDCBI-CRSP_OW372XPWZX7HCWQZ-2021","USA-MA-CDCBI-CRSP_7W3WCD4ZDRTTO4UL-2021",0.0185185185185185,0,"Same Consensus"
