"","From","To","Probability","Distance","Relationship"
"1","Index","USA-MA-Broad-CRSP_6K7P6BGSTP4Q3DAR-2022",0.277777777777778,NA,"Index Case"
"2","USA-MA-Broad-CRSP_ATZWJL7OQ7WLTYLJ-2022","USA-MA-Broad-CRSP_6K7P6BGSTP4Q3DAR-2022",0.25,0,"Same Consensus"
"3","USA-MA-Broad-CRSP_ZGILRSEHZ5SPGJEO-2022","USA-MA-Broad-CRSP_6K7P6BGSTP4Q3DAR-2022",0.222222222222222,0,"Same Consensus"
"4","USA-MA-Broad-CRSP_JOELRBPNUFHT3MXW-2022","USA-MA-Broad-CRSP_6K7P6BGSTP4Q3DAR-2022",0.25,0,"Same Consensus"
"5","Index","USA-MA-Broad-CRSP_ATZWJL7OQ7WLTYLJ-2022",0.194444444444444,NA,"Index Case"
"6","USA-MA-Broad-CRSP_6K7P6BGSTP4Q3DAR-2022","USA-MA-Broad-CRSP_ATZWJL7OQ7WLTYLJ-2022",0.333333333333333,0,"Same Consensus"
"7","USA-MA-Broad-CRSP_ZGILRSEHZ5SPGJEO-2022","USA-MA-Broad-CRSP_ATZWJL7OQ7WLTYLJ-2022",0.361111111111111,0,"Same Consensus"
"8","USA-MA-Broad-CRSP_JOELRBPNUFHT3MXW-2022","USA-MA-Broad-CRSP_ATZWJL7OQ7WLTYLJ-2022",0.111111111111111,0,"Same Consensus"
"9","Index","USA-MA-Broad-CRSP_ZGILRSEHZ5SPGJEO-2022",0.361111111111111,NA,"Index Case"
"10","USA-MA-Broad-CRSP_6K7P6BGSTP4Q3DAR-2022","USA-MA-Broad-CRSP_ZGILRSEHZ5SPGJEO-2022",0.361111111111111,0,"Same Consensus"
"11","USA-MA-Broad-CRSP_ATZWJL7OQ7WLTYLJ-2022","USA-MA-Broad-CRSP_ZGILRSEHZ5SPGJEO-2022",0.194444444444444,0,"Same Consensus"
"12","USA-MA-Broad-CRSP_JOELRBPNUFHT3MXW-2022","USA-MA-Broad-CRSP_ZGILRSEHZ5SPGJEO-2022",0.0833333333333333,0,"Same Consensus"
"13","Index","USA-MA-Broad-CRSP_JOELRBPNUFHT3MXW-2022",0.166666666666667,NA,"Index Case"
"14","USA-MA-Broad-CRSP_6K7P6BGSTP4Q3DAR-2022","USA-MA-Broad-CRSP_JOELRBPNUFHT3MXW-2022",0.194444444444444,0,"Same Consensus"
"15","USA-MA-Broad-CRSP_ATZWJL7OQ7WLTYLJ-2022","USA-MA-Broad-CRSP_JOELRBPNUFHT3MXW-2022",0.194444444444444,0,"Same Consensus"
"16","USA-MA-Broad-CRSP_ZGILRSEHZ5SPGJEO-2022","USA-MA-Broad-CRSP_JOELRBPNUFHT3MXW-2022",0.444444444444444,0,"Same Consensus"
