"","From","To","Probability","Distance","Relationship"
"1","USA-MA-Broad-CRSP_OLLBCSMSM4KXPA73-2022","USA-MA-Broad-CRSP_EMYJ2OQCBU4QRWDW-2022",1,1,"Undetected Consensus Change"
"2","USA-MA-Broad-CRSP_OLLBCSMSM4KXPA73-2022","USA-MA-Broad-CRSP_66L2L2S5YTMS2S5Z-2022",0.0666666666666667,0,"Same Consensus"
"3","USA-MA-Broad-CRSP_Z72N7UTPZWQZA4DH-2022","USA-MA-Broad-CRSP_66L2L2S5YTMS2S5Z-2022",0.466666666666667,0,"Same Consensus"
"4","USA-MA-Broad-CRSP_OWCGM36YXMGQVYOK-2022","USA-MA-Broad-CRSP_66L2L2S5YTMS2S5Z-2022",0.466666666666667,0,"Same Consensus"
"5","Index","USA-MA-Broad-CRSP_OLLBCSMSM4KXPA73-2022",1,NA,"Index Case"
"6","USA-MA-Broad-CRSP_EMYJ2OQCBU4QRWDW-2022","USA-MA-Broad-CRSP_Z72N7UTPZWQZA4DH-2022",0.0222222222222222,1,"Undetected Consensus Change"
"7","USA-MA-Broad-CRSP_OLLBCSMSM4KXPA73-2022","USA-MA-Broad-CRSP_Z72N7UTPZWQZA4DH-2022",0.422222222222222,0,"Same Consensus"
"8","USA-MA-Broad-CRSP_OWCGM36YXMGQVYOK-2022","USA-MA-Broad-CRSP_Z72N7UTPZWQZA4DH-2022",0.555555555555556,0,"Same Consensus"
"9","USA-MA-Broad-CRSP_EMYJ2OQCBU4QRWDW-2022","USA-MA-Broad-CRSP_OWCGM36YXMGQVYOK-2022",0.0222222222222222,1,"Undetected Consensus Change"
"10","USA-MA-Broad-CRSP_OLLBCSMSM4KXPA73-2022","USA-MA-Broad-CRSP_OWCGM36YXMGQVYOK-2022",0.977777777777778,0,"Same Consensus"
