"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_KDJS5SSZUVCLUN6L-2021","USA-MA-CDCBI-CRSP_EFCRHDD2CQXGUOSB-2021",1,0,"Same Consensus"
"2","USA-MA-CDCBI-CRSP_KDJS5SSZUVCLUN6L-2021","USA-MA-CDCBI-CRSP_ZT7VRLEQGPSQEJRE-2021",1,0,"Same Consensus"
"3","USA-MA-CDCBI-CRSP_GY4LJKZ2J6X27SLL-2021","USA-MA-CDCBI-CRSP_DZLBWLDI5YTCQKE6-2021",0.0261437908496732,0,"Same Consensus"
"4","USA-MA-CDCBI-CRSP_W52Q3IDYM5DYBT6J-2021","USA-MA-CDCBI-CRSP_DZLBWLDI5YTCQKE6-2021",0.0196078431372549,0,"Same Consensus"
"5","USA-MA-CDCBI-CRSP_LBOC3SSVMIV32AK5-2021","USA-MA-CDCBI-CRSP_DZLBWLDI5YTCQKE6-2021",0.0915032679738562,0,"Same Consensus"
"6","USA-MA-CDCBI-CRSP_V5JJGHIYQ77OPSI5-2021","USA-MA-CDCBI-CRSP_DZLBWLDI5YTCQKE6-2021",0.0849673202614379,1,"Minor Allele to Fixation"
"7","USA-MA-CDCBI-CRSP_IF6HT5FG6TY2SXBB-2021","USA-MA-CDCBI-CRSP_DZLBWLDI5YTCQKE6-2021",0.320261437908497,0,"Same Consensus"
"8","USA-MA-CDCBI-CRSP_Q5624SZVEBWDBAXX-2021","USA-MA-CDCBI-CRSP_DZLBWLDI5YTCQKE6-2021",0.169934640522876,0,"Split Bottleneck"
"9","USA-MA-CDCBI-CRSP_6QRRUWMO4SZLKBM7-2021","USA-MA-CDCBI-CRSP_DZLBWLDI5YTCQKE6-2021",0.0457516339869281,0,"Same Consensus"
"10","USA-MA-CDCBI-CRSP_6DBWJUUIZPYWFBOU-2021","USA-MA-CDCBI-CRSP_DZLBWLDI5YTCQKE6-2021",0.241830065359477,0,"Same Consensus"
"11","USA-MA-CDCBI-CRSP_W52Q3IDYM5DYBT6J-2021","USA-MA-CDCBI-CRSP_GY4LJKZ2J6X27SLL-2021",0.0718954248366013,0,"Same Consensus"
"12","USA-MA-CDCBI-CRSP_LBOC3SSVMIV32AK5-2021","USA-MA-CDCBI-CRSP_GY4LJKZ2J6X27SLL-2021",0.0065359477124183,0,"Same Consensus"
"13","USA-MA-CDCBI-CRSP_V5JJGHIYQ77OPSI5-2021","USA-MA-CDCBI-CRSP_GY4LJKZ2J6X27SLL-2021",0.0261437908496732,1,"Minor Allele to Fixation"
"14","USA-MA-CDCBI-CRSP_IF6HT5FG6TY2SXBB-2021","USA-MA-CDCBI-CRSP_GY4LJKZ2J6X27SLL-2021",0.26797385620915,0,"Same Consensus"
"15","USA-MA-CDCBI-CRSP_Q5624SZVEBWDBAXX-2021","USA-MA-CDCBI-CRSP_GY4LJKZ2J6X27SLL-2021",0.228758169934641,0,"Same Consensus"
"16","USA-MA-CDCBI-CRSP_6QRRUWMO4SZLKBM7-2021","USA-MA-CDCBI-CRSP_GY4LJKZ2J6X27SLL-2021",0.176470588235294,0,"Same Consensus"
"17","USA-MA-CDCBI-CRSP_6DBWJUUIZPYWFBOU-2021","USA-MA-CDCBI-CRSP_GY4LJKZ2J6X27SLL-2021",0.222222222222222,0,"Same Consensus"
"18","Index","USA-MA-CDCBI-CRSP_KDJS5SSZUVCLUN6L-2021",1,NA,"Index Case"
"19","USA-MA-CDCBI-CRSP_DZLBWLDI5YTCQKE6-2021","USA-MA-CDCBI-CRSP_JLBJI33DN4V7SPAD-2021",0.30718954248366,1,"Fixation to Minor Allele"
"20","USA-MA-CDCBI-CRSP_GY4LJKZ2J6X27SLL-2021","USA-MA-CDCBI-CRSP_JLBJI33DN4V7SPAD-2021",0.124183006535948,1,"Fixation to Minor Allele"
"21","USA-MA-CDCBI-CRSP_LBOC3SSVMIV32AK5-2021","USA-MA-CDCBI-CRSP_JLBJI33DN4V7SPAD-2021",0.26797385620915,1,"Fixation to Minor Allele"
"22","USA-MA-CDCBI-CRSP_V5JJGHIYQ77OPSI5-2021","USA-MA-CDCBI-CRSP_JLBJI33DN4V7SPAD-2021",0.0457516339869281,2,"Minor Allele to Fixation"
"23","USA-MA-CDCBI-CRSP_IF6HT5FG6TY2SXBB-2021","USA-MA-CDCBI-CRSP_JLBJI33DN4V7SPAD-2021",0.117647058823529,1,"Fixation to Minor Allele"
"24","USA-MA-CDCBI-CRSP_Q5624SZVEBWDBAXX-2021","USA-MA-CDCBI-CRSP_JLBJI33DN4V7SPAD-2021",0.0261437908496732,1,"Fixation to Minor Allele"
"25","USA-MA-CDCBI-CRSP_6QRRUWMO4SZLKBM7-2021","USA-MA-CDCBI-CRSP_JLBJI33DN4V7SPAD-2021",0.0261437908496732,1,"Fixation to Minor Allele"
"26","USA-MA-CDCBI-CRSP_6DBWJUUIZPYWFBOU-2021","USA-MA-CDCBI-CRSP_JLBJI33DN4V7SPAD-2021",0.0849673202614379,1,"Fixation to Minor Allele"
"27","Index","USA-MA-CDCBI-CRSP_W52Q3IDYM5DYBT6J-2021",0.0065359477124183,NA,"Index Case"
"28","USA-MA-CDCBI-CRSP_KDJS5SSZUVCLUN6L-2021","USA-MA-CDCBI-CRSP_W52Q3IDYM5DYBT6J-2021",0.993464052287582,2,"Undetected Consensus Change"
"29","USA-MA-CDCBI-CRSP_W52Q3IDYM5DYBT6J-2021","USA-MA-CDCBI-CRSP_LBOC3SSVMIV32AK5-2021",0.169934640522876,0,"Same Consensus"
"30","USA-MA-CDCBI-CRSP_IF6HT5FG6TY2SXBB-2021","USA-MA-CDCBI-CRSP_LBOC3SSVMIV32AK5-2021",0.183006535947712,0,"Same Consensus"
"31","USA-MA-CDCBI-CRSP_Q5624SZVEBWDBAXX-2021","USA-MA-CDCBI-CRSP_LBOC3SSVMIV32AK5-2021",0.228758169934641,0,"Same Consensus"
"32","USA-MA-CDCBI-CRSP_6QRRUWMO4SZLKBM7-2021","USA-MA-CDCBI-CRSP_LBOC3SSVMIV32AK5-2021",0.189542483660131,0,"Same Consensus"
"33","USA-MA-CDCBI-CRSP_6DBWJUUIZPYWFBOU-2021","USA-MA-CDCBI-CRSP_LBOC3SSVMIV32AK5-2021",0.228758169934641,0,"Same Consensus"
"34","USA-MA-CDCBI-CRSP_W52Q3IDYM5DYBT6J-2021","USA-MA-CDCBI-CRSP_V5JJGHIYQ77OPSI5-2021",0.287581699346405,1,"Fixation to Minor Allele"
"35","USA-MA-CDCBI-CRSP_LBOC3SSVMIV32AK5-2021","USA-MA-CDCBI-CRSP_V5JJGHIYQ77OPSI5-2021",0.0196078431372549,1,"Fixation to Minor Allele"
"36","USA-MA-CDCBI-CRSP_IF6HT5FG6TY2SXBB-2021","USA-MA-CDCBI-CRSP_V5JJGHIYQ77OPSI5-2021",0.0915032679738562,1,"Fixation to Minor Allele"
"37","USA-MA-CDCBI-CRSP_Q5624SZVEBWDBAXX-2021","USA-MA-CDCBI-CRSP_V5JJGHIYQ77OPSI5-2021",0.124183006535948,1,"Fixation to Minor Allele"
