"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_PT5NACFZO4OYJ7OX-2021","USA-MA-CDCBI-CRSP_LCYOMTOJ7BCQ5DPH-2021",0.555555555555556,0,"Same Consensus"
"2","USA-MA-CDCBI-CRSP_FVY6FHKZ55RS4FMT-2021","USA-MA-CDCBI-CRSP_LCYOMTOJ7BCQ5DPH-2021",0.0972222222222222,1,"Minor Allele to Fixation"
"3","USA-MA-CDCBI-CRSP_ZURFK72SD2BORGQV-2021","USA-MA-CDCBI-CRSP_LCYOMTOJ7BCQ5DPH-2021",0.347222222222222,0,"Same Consensus"
"4","USA-MA-CDCBI-CRSP_LCYOMTOJ7BCQ5DPH-2021","USA-MA-CDCBI-CRSP_PT5NACFZO4OYJ7OX-2021",0.0138888888888889,0,"Same Consensus"
"5","USA-MA-CDCBI-CRSP_FVY6FHKZ55RS4FMT-2021","USA-MA-CDCBI-CRSP_PT5NACFZO4OYJ7OX-2021",0.277777777777778,1,"Minor Allele to Fixation"
"6","USA-MA-CDCBI-CRSP_ZURFK72SD2BORGQV-2021","USA-MA-CDCBI-CRSP_PT5NACFZO4OYJ7OX-2021",0.694444444444444,0,"Same Consensus"
"7","USA-MA-CDCBI-CRSP_WDKO3J6TJC3E2XXC-2021","USA-MA-CDCBI-CRSP_PT5NACFZO4OYJ7OX-2021",0.0138888888888889,1,"Undetected Consensus Change"
"8","USA-MA-CDCBI-CRSP_BKYGOS4M3GBMFX5T-2021","USA-MA-CDCBI-CRSP_FVY6FHKZ55RS4FMT-2021",0.319444444444444,1,"Undetected Consensus Change"
"9","USA-MA-CDCBI-CRSP_3STWJVINU3B6HWYX-2021","USA-MA-CDCBI-CRSP_FVY6FHKZ55RS4FMT-2021",0.125,1,"Undetected Consensus Change"
"10","USA-MA-CDCBI-CRSP_WDKO3J6TJC3E2XXC-2021","USA-MA-CDCBI-CRSP_FVY6FHKZ55RS4FMT-2021",0.555555555555556,0,"Split Bottleneck"
"11","Index","USA-MA-CDCBI-CRSP_BKYGOS4M3GBMFX5T-2021",0.861111111111111,NA,"Index Case"
"12","USA-MA-CDCBI-CRSP_3STWJVINU3B6HWYX-2021","USA-MA-CDCBI-CRSP_BKYGOS4M3GBMFX5T-2021",0.138888888888889,2,"Undetected Consensus Change"
"13","USA-MA-CDCBI-CRSP_FVY6FHKZ55RS4FMT-2021","USA-MA-CDCBI-CRSP_XT33CPVGUZA7353M-2021",1,0,"Split Bottleneck"
"14","Index","USA-MA-CDCBI-CRSP_3STWJVINU3B6HWYX-2021",0.708333333333333,NA,"Index Case"
"15","USA-MA-CDCBI-CRSP_BKYGOS4M3GBMFX5T-2021","USA-MA-CDCBI-CRSP_3STWJVINU3B6HWYX-2021",0.291666666666667,2,"Undetected Consensus Change"
"16","USA-MA-CDCBI-CRSP_FVY6FHKZ55RS4FMT-2021","USA-MA-CDCBI-CRSP_ZURFK72SD2BORGQV-2021",0.986111111111111,1,"Split Bottleneck"
"17","USA-MA-CDCBI-CRSP_WDKO3J6TJC3E2XXC-2021","USA-MA-CDCBI-CRSP_ZURFK72SD2BORGQV-2021",0.0138888888888889,1,"Split Bottleneck"
"18","USA-MA-CDCBI-CRSP_FVY6FHKZ55RS4FMT-2021","USA-MA-CDCBI-CRSP_WDKO3J6TJC3E2XXC-2021",0.444444444444444,0,"Split Bottleneck"
"19","USA-MA-CDCBI-CRSP_BKYGOS4M3GBMFX5T-2021","USA-MA-CDCBI-CRSP_WDKO3J6TJC3E2XXC-2021",0.291666666666667,1,"Undetected Consensus Change"
"20","USA-MA-CDCBI-CRSP_3STWJVINU3B6HWYX-2021","USA-MA-CDCBI-CRSP_WDKO3J6TJC3E2XXC-2021",0.263888888888889,1,"Undetected Consensus Change"
