"","From","To","Probability","Distance","Relationship"
"1","Index","USA-MA-CDCBI-CRSP_5LRGUNSNJ3UTQE5I-2021",0.138888888888889,NA,"Index Case"
"2","USA-MA-CDCBI-CRSP_7RHFKSHWBGLFZ76S-2021","USA-MA-CDCBI-CRSP_5LRGUNSNJ3UTQE5I-2021",0.611111111111111,1,"Fixation to Minor Allele"
"3","USA-MA-CDCBI-CRSP_IPK62SSV37GMLFHV-2021","USA-MA-CDCBI-CRSP_5LRGUNSNJ3UTQE5I-2021",0.25,1,"Fixation to Minor Allele"
"4","Index","USA-MA-CDCBI-CRSP_6NJN5T5T4T7DZGTL-2021",0.0555555555555556,NA,"Index Case"
"5","USA-MA-CDCBI-CRSP_5LRGUNSNJ3UTQE5I-2021","USA-MA-CDCBI-CRSP_6NJN5T5T4T7DZGTL-2021",0.0833333333333333,2,"Undetected Consensus Change"
"6","USA-MA-CDCBI-CRSP_7RHFKSHWBGLFZ76S-2021","USA-MA-CDCBI-CRSP_6NJN5T5T4T7DZGTL-2021",0.583333333333333,1,"Undetected Consensus Change"
"7","USA-MA-CDCBI-CRSP_IPK62SSV37GMLFHV-2021","USA-MA-CDCBI-CRSP_6NJN5T5T4T7DZGTL-2021",0.277777777777778,1,"Undetected Consensus Change"
"8","Index","USA-MA-CDCBI-CRSP_7RHFKSHWBGLFZ76S-2021",0.666666666666667,NA,"Index Case"
"9","USA-MA-CDCBI-CRSP_5LRGUNSNJ3UTQE5I-2021","USA-MA-CDCBI-CRSP_7RHFKSHWBGLFZ76S-2021",0.111111111111111,1,"Minor Allele to Fixation"
"10","USA-MA-CDCBI-CRSP_6NJN5T5T4T7DZGTL-2021","USA-MA-CDCBI-CRSP_7RHFKSHWBGLFZ76S-2021",0.0555555555555556,1,"Undetected Consensus Change"
"11","USA-MA-CDCBI-CRSP_IPK62SSV37GMLFHV-2021","USA-MA-CDCBI-CRSP_7RHFKSHWBGLFZ76S-2021",0.166666666666667,0,"Same Consensus"
"12","Index","USA-MA-CDCBI-CRSP_IPK62SSV37GMLFHV-2021",0.138888888888889,NA,"Index Case"
"13","USA-MA-CDCBI-CRSP_5LRGUNSNJ3UTQE5I-2021","USA-MA-CDCBI-CRSP_IPK62SSV37GMLFHV-2021",0.0555555555555556,1,"Minor Allele to Fixation"
"14","USA-MA-CDCBI-CRSP_7RHFKSHWBGLFZ76S-2021","USA-MA-CDCBI-CRSP_IPK62SSV37GMLFHV-2021",0.805555555555556,0,"Same Consensus"
