"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_GFVLDID5WUXWSNCA-2021","USA-MA-CDCBI-CRSP_5CTOWTYD27MDUJ6T-2021",0.525252525252525,1,"Undetected Consensus Change"
"2","USA-MA-CDCBI-CRSP_DC6GPQKQUMHKAAYF-2021","USA-MA-CDCBI-CRSP_5CTOWTYD27MDUJ6T-2021",0.0303030303030303,1,"Minor Allele to Fixation"
"3","USA-MA-CDCBI-CRSP_U66WWBGCIMXKDY3Q-2021","USA-MA-CDCBI-CRSP_5CTOWTYD27MDUJ6T-2021",0.444444444444444,0,"Same Consensus"
"4","USA-MA-CDCBI-CRSP_GDWFISVNG5X6VFR5-2021","USA-MA-CDCBI-CRSP_C7SMSADROKUKQYDZ-2021",0.707070707070707,0,"Same Consensus"
"5","USA-MA-CDCBI-CRSP_NGE77TOESB2KTU4H-2021","USA-MA-CDCBI-CRSP_C7SMSADROKUKQYDZ-2021",0.292929292929293,0,"Same Consensus"
"6","USA-MA-CDCBI-CRSP_C7SMSADROKUKQYDZ-2021","USA-MA-CDCBI-CRSP_GFVLDID5WUXWSNCA-2021",0.232323232323232,1,"Undetected Consensus Change"
"7","USA-MA-CDCBI-CRSP_GDWFISVNG5X6VFR5-2021","USA-MA-CDCBI-CRSP_GFVLDID5WUXWSNCA-2021",0.595959595959596,1,"Undetected Consensus Change"
"8","USA-MA-CDCBI-CRSP_NGE77TOESB2KTU4H-2021","USA-MA-CDCBI-CRSP_GFVLDID5WUXWSNCA-2021",0.171717171717172,1,"Undetected Consensus Change"
"9","USA-MA-CDCBI-CRSP_GDWFISVNG5X6VFR5-2021","USA-MA-CDCBI-CRSP_3QWLGER4PLAMY4LD-2021",0.313131313131313,1,"Undetected Consensus Change"
"10","USA-MA-CDCBI-CRSP_ASZC2LONXQOPBPW7-2021","USA-MA-CDCBI-CRSP_3QWLGER4PLAMY4LD-2021",0.0101010101010101,0,"Same Consensus"
"11","USA-MA-CDCBI-CRSP_4DMW253P7HO52SYV-2021","USA-MA-CDCBI-CRSP_3QWLGER4PLAMY4LD-2021",0.0202020202020202,0,"Same Consensus"
"12","USA-MA-CDCBI-CRSP_NGE77TOESB2KTU4H-2021","USA-MA-CDCBI-CRSP_3QWLGER4PLAMY4LD-2021",0.656565656565657,1,"Undetected Consensus Change"
"13","USA-MA-CDCBI-CRSP_5CTOWTYD27MDUJ6T-2021","USA-MA-CDCBI-CRSP_DC6GPQKQUMHKAAYF-2021",0.626262626262626,1,"Fixation to Minor Allele"
"14","USA-MA-CDCBI-CRSP_GFVLDID5WUXWSNCA-2021","USA-MA-CDCBI-CRSP_DC6GPQKQUMHKAAYF-2021",0.0202020202020202,2,"Undetected Consensus Change"
"15","USA-MA-CDCBI-CRSP_P6XUSLLENNPXW2CS-2021","USA-MA-CDCBI-CRSP_DC6GPQKQUMHKAAYF-2021",0.0404040404040404,2,"Split Bottleneck"
"16","USA-MA-CDCBI-CRSP_U66WWBGCIMXKDY3Q-2021","USA-MA-CDCBI-CRSP_DC6GPQKQUMHKAAYF-2021",0.313131313131313,1,"Fixation to Minor Allele"
"17","USA-MA-CDCBI-CRSP_5CTOWTYD27MDUJ6T-2021","USA-MA-CDCBI-CRSP_P6XUSLLENNPXW2CS-2021",0.222222222222222,1,"Fixation to Minor Allele"
"18","USA-MA-CDCBI-CRSP_DC6GPQKQUMHKAAYF-2021","USA-MA-CDCBI-CRSP_P6XUSLLENNPXW2CS-2021",0.717171717171717,2,"Split Bottleneck"
"19","USA-MA-CDCBI-CRSP_U66WWBGCIMXKDY3Q-2021","USA-MA-CDCBI-CRSP_P6XUSLLENNPXW2CS-2021",0.0606060606060606,1,"Fixation to Minor Allele"
"20","USA-MA-CDCBI-CRSP_5CTOWTYD27MDUJ6T-2021","USA-MA-CDCBI-CRSP_U66WWBGCIMXKDY3Q-2021",0.525252525252525,0,"Same Consensus"
"21","USA-MA-CDCBI-CRSP_GFVLDID5WUXWSNCA-2021","USA-MA-CDCBI-CRSP_U66WWBGCIMXKDY3Q-2021",0.454545454545455,1,"Undetected Consensus Change"
"22","USA-MA-CDCBI-CRSP_DC6GPQKQUMHKAAYF-2021","USA-MA-CDCBI-CRSP_U66WWBGCIMXKDY3Q-2021",0.0202020202020202,1,"Minor Allele to Fixation"
"23","Index","USA-MA-CDCBI-CRSP_GDWFISVNG5X6VFR5-2021",0.111111111111111,NA,"Index Case"
"24","USA-MA-CDCBI-CRSP_NGE77TOESB2KTU4H-2021","USA-MA-CDCBI-CRSP_GDWFISVNG5X6VFR5-2021",0.888888888888889,0,"Same Consensus"
"25","USA-MA-CDCBI-CRSP_3QWLGER4PLAMY4LD-2021","USA-MA-CDCBI-CRSP_ASZC2LONXQOPBPW7-2021",0.767676767676768,0,"Same Consensus"
