"","From","To","Probability","Distance","Relationship"
"1","Index","USA-MA-CDCBI-CRSP_LEKYBCLMTLYX6G7H-2021",0.0833333333333333,NA,"Index Case"
"2","USA-MA-CDCBI-CRSP_CBQWTEUSJKEXXVQF-2021","USA-MA-CDCBI-CRSP_LEKYBCLMTLYX6G7H-2021",0.333333333333333,0,"Same Consensus"
"3","USA-MA-CDCBI-CRSP_KTGV6QA4G5S6VGFI-2021","USA-MA-CDCBI-CRSP_LEKYBCLMTLYX6G7H-2021",0.583333333333333,0,"Same Consensus"
"4","Index","USA-MA-CDCBI-CRSP_CBQWTEUSJKEXXVQF-2021",0.305555555555556,NA,"Index Case"
"5","USA-MA-CDCBI-CRSP_LEKYBCLMTLYX6G7H-2021","USA-MA-CDCBI-CRSP_CBQWTEUSJKEXXVQF-2021",0.0555555555555556,0,"Same Consensus"
"6","USA-MA-CDCBI-CRSP_KTGV6QA4G5S6VGFI-2021","USA-MA-CDCBI-CRSP_CBQWTEUSJKEXXVQF-2021",0.638888888888889,0,"Split Bottleneck"
"7","Index","USA-MA-CDCBI-CRSP_KTGV6QA4G5S6VGFI-2021",0.611111111111111,NA,"Index Case"
"8","USA-MA-CDCBI-CRSP_LEKYBCLMTLYX6G7H-2021","USA-MA-CDCBI-CRSP_KTGV6QA4G5S6VGFI-2021",0.0277777777777778,0,"Same Consensus"
"9","USA-MA-CDCBI-CRSP_CBQWTEUSJKEXXVQF-2021","USA-MA-CDCBI-CRSP_KTGV6QA4G5S6VGFI-2021",0.361111111111111,0,"Split Bottleneck"
"10","USA-MA-CDCBI-CRSP_LEKYBCLMTLYX6G7H-2021","USA-MA-CDCBI-CRSP_4JMISJV6DEUIQCQD-2021",0.361111111111111,0,"Same Consensus"
"11","USA-MA-CDCBI-CRSP_CBQWTEUSJKEXXVQF-2021","USA-MA-CDCBI-CRSP_4JMISJV6DEUIQCQD-2021",0.361111111111111,0,"Same Consensus"
"12","USA-MA-CDCBI-CRSP_KTGV6QA4G5S6VGFI-2021","USA-MA-CDCBI-CRSP_4JMISJV6DEUIQCQD-2021",0.277777777777778,0,"Same Consensus"
