"","From","To","Probability","Distance","Relationship"
"1","USA-MA-Broad-CRSP_7YMKB2CQWEIIUJZA-2022","USA-MA-Broad-CRSP_W6IH6NLAS7GVIEGM-2022",0.388888888888889,0,"Same Consensus"
"2","USA-MA-Broad-CRSP_UNEQRIIK3JAUBRX3-2022","USA-MA-Broad-CRSP_W6IH6NLAS7GVIEGM-2022",0.611111111111111,0,"Same Consensus"
"3","Index","USA-MA-Broad-CRSP_7YMKB2CQWEIIUJZA-2022",0.0833333333333333,NA,"Index Case"
"4","USA-MA-Broad-CRSP_FNRKYD7GM4M5QU33-2022","USA-MA-Broad-CRSP_7YMKB2CQWEIIUJZA-2022",0.166666666666667,0,"Same Consensus"
"5","USA-MA-Broad-CRSP_UNEQRIIK3JAUBRX3-2022","USA-MA-Broad-CRSP_7YMKB2CQWEIIUJZA-2022",0.75,0,"Same Consensus"
"6","Index","USA-MA-Broad-CRSP_FNRKYD7GM4M5QU33-2022",0.75,NA,"Index Case"
"7","USA-MA-Broad-CRSP_7YMKB2CQWEIIUJZA-2022","USA-MA-Broad-CRSP_FNRKYD7GM4M5QU33-2022",0.0833333333333333,0,"Same Consensus"
"8","USA-MA-Broad-CRSP_UNEQRIIK3JAUBRX3-2022","USA-MA-Broad-CRSP_FNRKYD7GM4M5QU33-2022",0.166666666666667,1,"Undetected Consensus Change"
"9","Index","USA-MA-Broad-CRSP_UNEQRIIK3JAUBRX3-2022",0.166666666666667,NA,"Index Case"
"10","USA-MA-Broad-CRSP_7YMKB2CQWEIIUJZA-2022","USA-MA-Broad-CRSP_UNEQRIIK3JAUBRX3-2022",0.194444444444444,0,"Same Consensus"
"11","USA-MA-Broad-CRSP_FNRKYD7GM4M5QU33-2022","USA-MA-Broad-CRSP_UNEQRIIK3JAUBRX3-2022",0.638888888888889,1,"Undetected Consensus Change"
