"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_2FWFD673IEHEFMDQ-2021","USA-MA-CDCBI-CRSP_X7N6RYBNNAIUXXXT-2021",0.0222222222222222,2,"Undetected Consensus Change"
"2","USA-MA-CDCBI-CRSP_E47SMJMXLDKKPOX7-2021","USA-MA-CDCBI-CRSP_X7N6RYBNNAIUXXXT-2021",0.177777777777778,2,"Undetected Consensus Change"
"3","USA-MA-CDCBI-CRSP_W4QWQ2VP6ABR2QVU-2021","USA-MA-CDCBI-CRSP_X7N6RYBNNAIUXXXT-2021",0.111111111111111,2,"Undetected Consensus Change"
"4","USA-MA-CDCBI-CRSP_5L4KEGSISHJOBQ3K-2021","USA-MA-CDCBI-CRSP_X7N6RYBNNAIUXXXT-2021",0.0222222222222222,2,"Undetected Consensus Change"
"5","USA-MA-CDCBI-CRSP_R7CMLNONWAU47CN2-2021","USA-MA-CDCBI-CRSP_X7N6RYBNNAIUXXXT-2021",0.0111111111111111,2,"Undetected Consensus Change"
"6","USA-MA-CDCBI-CRSP_CADLPC47X7DTOL46-2021","USA-MA-CDCBI-CRSP_X7N6RYBNNAIUXXXT-2021",0.655555555555556,2,"Undetected Consensus Change"
"7","Index","USA-MA-CDCBI-CRSP_2FWFD673IEHEFMDQ-2021",0.0333333333333333,NA,"Index Case"
"8","USA-MA-CDCBI-CRSP_X7N6RYBNNAIUXXXT-2021","USA-MA-CDCBI-CRSP_2FWFD673IEHEFMDQ-2021",0.477777777777778,2,"Undetected Consensus Change"
"9","USA-MA-CDCBI-CRSP_CADLPC47X7DTOL46-2021","USA-MA-CDCBI-CRSP_2FWFD673IEHEFMDQ-2021",0.488888888888889,2,"Undetected Consensus Change"
"10","USA-MA-CDCBI-CRSP_E47SMJMXLDKKPOX7-2021","USA-MA-CDCBI-CRSP_ALQG3KD2HRGAR7C5-2021",0.922222222222222,1,"Split Bottleneck"
"11","USA-MA-CDCBI-CRSP_W4QWQ2VP6ABR2QVU-2021","USA-MA-CDCBI-CRSP_ALQG3KD2HRGAR7C5-2021",0.0222222222222222,1,"Fixation to Minor Allele"
"12","USA-MA-CDCBI-CRSP_5L4KEGSISHJOBQ3K-2021","USA-MA-CDCBI-CRSP_ALQG3KD2HRGAR7C5-2021",0.0222222222222222,1,"Fixation to Minor Allele"
"13","USA-MA-CDCBI-CRSP_R7CMLNONWAU47CN2-2021","USA-MA-CDCBI-CRSP_ALQG3KD2HRGAR7C5-2021",0.0111111111111111,1,"Fixation to Minor Allele"
"14","USA-MA-CDCBI-CRSP_CADLPC47X7DTOL46-2021","USA-MA-CDCBI-CRSP_ALQG3KD2HRGAR7C5-2021",0.0222222222222222,1,"Fixation to Minor Allele"
"15","Index","USA-MA-CDCBI-CRSP_E47SMJMXLDKKPOX7-2021",0.866666666666667,NA,"Index Case"
"16","USA-MA-CDCBI-CRSP_W4QWQ2VP6ABR2QVU-2021","USA-MA-CDCBI-CRSP_E47SMJMXLDKKPOX7-2021",0.0666666666666667,0,"Same Consensus"
"17","USA-MA-CDCBI-CRSP_5L4KEGSISHJOBQ3K-2021","USA-MA-CDCBI-CRSP_E47SMJMXLDKKPOX7-2021",0.0555555555555556,0,"Same Consensus"
"18","USA-MA-CDCBI-CRSP_CADLPC47X7DTOL46-2021","USA-MA-CDCBI-CRSP_E47SMJMXLDKKPOX7-2021",0.0111111111111111,0,"Same Consensus"
"19","Index","USA-MA-CDCBI-CRSP_W4QWQ2VP6ABR2QVU-2021",0.0888888888888889,NA,"Index Case"
"20","USA-MA-CDCBI-CRSP_E47SMJMXLDKKPOX7-2021","USA-MA-CDCBI-CRSP_W4QWQ2VP6ABR2QVU-2021",0.666666666666667,0,"Same Consensus"
"21","USA-MA-CDCBI-CRSP_5L4KEGSISHJOBQ3K-2021","USA-MA-CDCBI-CRSP_W4QWQ2VP6ABR2QVU-2021",0.188888888888889,0,"Same Consensus"
