"","From","To","Probability","Distance","Relationship"
"1","Index","USA-MA-Broad-CRSP_RYE4HSJKSAN67I3H-2022",0.583333333333333,NA,"Index Case"
"2","USA-MA-Broad-CRSP_QP3S64O7JMOULFLG-2022","USA-MA-Broad-CRSP_RYE4HSJKSAN67I3H-2022",0.111111111111111,0,"Same Consensus"
"3","USA-MA-Broad-CRSP_4DZU2XEEU6TCV7CB-2022","USA-MA-Broad-CRSP_RYE4HSJKSAN67I3H-2022",0.305555555555556,0,"Same Consensus"
"4","Index","USA-MA-Broad-CRSP_QP3S64O7JMOULFLG-2022",0.138888888888889,NA,"Index Case"
"5","USA-MA-Broad-CRSP_RYE4HSJKSAN67I3H-2022","USA-MA-Broad-CRSP_QP3S64O7JMOULFLG-2022",0.444444444444444,0,"Same Consensus"
"6","USA-MA-Broad-CRSP_4DZU2XEEU6TCV7CB-2022","USA-MA-Broad-CRSP_QP3S64O7JMOULFLG-2022",0.416666666666667,0,"Same Consensus"
"7","Index","USA-MA-Broad-CRSP_PTTAP4QXZXVTSS5I-2022",0.916666666666667,NA,"Index Case"
"8","USA-MA-Broad-CRSP_QP3S64O7JMOULFLG-2022","USA-MA-Broad-CRSP_PTTAP4QXZXVTSS5I-2022",0.0555555555555556,2,"Undetected Consensus Change"
"9","USA-MA-Broad-CRSP_4DZU2XEEU6TCV7CB-2022","USA-MA-Broad-CRSP_PTTAP4QXZXVTSS5I-2022",0.0277777777777778,2,"Undetected Consensus Change"
"10","Index","USA-MA-Broad-CRSP_4DZU2XEEU6TCV7CB-2022",0.277777777777778,NA,"Index Case"
"11","USA-MA-Broad-CRSP_RYE4HSJKSAN67I3H-2022","USA-MA-Broad-CRSP_4DZU2XEEU6TCV7CB-2022",0.305555555555556,0,"Same Consensus"
"12","USA-MA-Broad-CRSP_QP3S64O7JMOULFLG-2022","USA-MA-Broad-CRSP_4DZU2XEEU6TCV7CB-2022",0.416666666666667,0,"Same Consensus"
