"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_RIUOLTLIXVEAHVGQ-2021","USA-MA-CDCBI-CRSP_DW66FXZ4VID3ANZR-2021",0.314814814814815,0,"Same Consensus"
"2","USA-MA-CDCBI-CRSP_DDMBTIZD7SID3L32-2021","USA-MA-CDCBI-CRSP_DW66FXZ4VID3ANZR-2021",0.685185185185185,1,"Undetected Consensus Change"
"3","Index","USA-MA-CDCBI-CRSP_NGQYIQK2OSV6HJVA-2021",0.925925925925926,NA,"Index Case"
"4","USA-MA-CDCBI-CRSP_DDMBTIZD7SID3L32-2021","USA-MA-CDCBI-CRSP_NGQYIQK2OSV6HJVA-2021",0.0740740740740741,1,"Undetected Consensus Change"
"5","Index","USA-MA-CDCBI-CRSP_MGYRAEVKWY7QVO2X-2021",0.925925925925926,NA,"Index Case"
"6","USA-MA-CDCBI-CRSP_RIUOLTLIXVEAHVGQ-2021","USA-MA-CDCBI-CRSP_MGYRAEVKWY7QVO2X-2021",0.037037037037037,2,"Undetected Consensus Change"
"7","USA-MA-CDCBI-CRSP_WALV253GYFTVS7ZR-2021","USA-MA-CDCBI-CRSP_MGYRAEVKWY7QVO2X-2021",0.037037037037037,1,"Undetected Consensus Change"
"8","USA-MA-CDCBI-CRSP_NGQYIQK2OSV6HJVA-2021","USA-MA-CDCBI-CRSP_RIUOLTLIXVEAHVGQ-2021",0.666666666666667,1,"Undetected Consensus Change"
"9","USA-MA-CDCBI-CRSP_DDMBTIZD7SID3L32-2021","USA-MA-CDCBI-CRSP_RIUOLTLIXVEAHVGQ-2021",0.333333333333333,0,"Same Consensus"
"10","Index","USA-MA-CDCBI-CRSP_WALV253GYFTVS7ZR-2021",0.037037037037037,NA,"Index Case"
"11","USA-MA-CDCBI-CRSP_MGYRAEVKWY7QVO2X-2021","USA-MA-CDCBI-CRSP_WALV253GYFTVS7ZR-2021",0.962962962962963,1,"Undetected Consensus Change"
"12","Index","USA-MA-CDCBI-CRSP_DDMBTIZD7SID3L32-2021",0.0740740740740741,NA,"Index Case"
"13","USA-MA-CDCBI-CRSP_NGQYIQK2OSV6HJVA-2021","USA-MA-CDCBI-CRSP_DDMBTIZD7SID3L32-2021",0.259259259259259,1,"Undetected Consensus Change"
"14","USA-MA-CDCBI-CRSP_RIUOLTLIXVEAHVGQ-2021","USA-MA-CDCBI-CRSP_DDMBTIZD7SID3L32-2021",0.666666666666667,0,"Same Consensus"
