"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_OHABYTGPAV3EPGL6-2022","USA-MA-CDCBI-CRSP_KUTYII5OIV5BAIPO-2021",0.222222222222222,0,"Same Consensus"
"2","USA-MA-CDCBI-CRSP_YNI6TSGFZVLRVZN7-2021","USA-MA-CDCBI-CRSP_KUTYII5OIV5BAIPO-2021",0.777777777777778,0,"Same Consensus"
"3","USA-MA-CDCBI-CRSP_YNI6TSGFZVLRVZN7-2021","USA-MA-CDCBI-CRSP_OHABYTGPAV3EPGL6-2022",1,0,"Split Bottleneck"
"4","Index","USA-MA-CDCBI-CRSP_SMHBHVSO47GHYEML-2021",0.5,NA,"Index Case"
"5","USA-MA-CDCBI-CRSP_YNI6TSGFZVLRVZN7-2021","USA-MA-CDCBI-CRSP_SMHBHVSO47GHYEML-2021",0.0138888888888889,2,"Undetected Consensus Change"
"6","USA-MA-CDCBI-CRSP_WDZ7NJX4WDWRAOKL-2021","USA-MA-CDCBI-CRSP_SMHBHVSO47GHYEML-2021",0.486111111111111,0,"Same Consensus"
"7","Index","USA-MA-CDCBI-CRSP_3IXNVU6YUCSPKEGF-2021",1,NA,"Index Case"
"8","USA-MA-CDCBI-CRSP_YNI6TSGFZVLRVZN7-2021","USA-MA-CDCBI-CRSP_G4YMZ2SPAJWMZ2YP-2021",1,2,"Undetected Consensus Change"
"9","USA-MA-CDCBI-CRSP_KUTYII5OIV5BAIPO-2021","USA-MA-CDCBI-CRSP_S5Z5XYMAYCCMBZEP-2021",0.208333333333333,1,"Fixation to Minor Allele"
"10","USA-MA-CDCBI-CRSP_OHABYTGPAV3EPGL6-2022","USA-MA-CDCBI-CRSP_S5Z5XYMAYCCMBZEP-2021",0.263888888888889,1,"Fixation to Minor Allele"
"11","USA-MA-CDCBI-CRSP_YNI6TSGFZVLRVZN7-2021","USA-MA-CDCBI-CRSP_S5Z5XYMAYCCMBZEP-2021",0.527777777777778,1,"Fixation to Minor Allele"
"12","Index","USA-MA-CDCBI-CRSP_YNI6TSGFZVLRVZN7-2021",1,NA,"Index Case"
"13","Index","USA-MA-CDCBI-CRSP_WDZ7NJX4WDWRAOKL-2021",0.472222222222222,NA,"Index Case"
"14","USA-MA-CDCBI-CRSP_SMHBHVSO47GHYEML-2021","USA-MA-CDCBI-CRSP_WDZ7NJX4WDWRAOKL-2021",0.513888888888889,0,"Same Consensus"
"15","USA-MA-CDCBI-CRSP_YNI6TSGFZVLRVZN7-2021","USA-MA-CDCBI-CRSP_WDZ7NJX4WDWRAOKL-2021",0.0138888888888889,2,"Undetected Consensus Change"
