"","From","To","Probability","Distance","Relationship"
"1","Index","USA-MA-Broad-CRSP_JCEBJNEOVVCNRYCF-2022",1,NA,"Index Case"
"2","USA-MA-Broad-CRSP_BRDMLTFML3I5R4TJ-2022","USA-MA-Broad-CRSP_YCDHMER7ESWE36AP-2022",0.0138888888888889,2,"Undetected Consensus Change"
"3","USA-MA-Broad-CRSP_VHLMM7LA3WBD6QDA-2022","USA-MA-Broad-CRSP_YCDHMER7ESWE36AP-2022",0.986111111111111,2,"Undetected Consensus Change"
"4","USA-MA-Broad-CRSP_XFYDZAPWDXJH2DQW-2022","USA-MA-Broad-CRSP_BRDMLTFML3I5R4TJ-2022",0.0138888888888889,1,"Undetected Consensus Change"
"5","USA-MA-Broad-CRSP_KYWYCVBMDGSDQI6Q-2022","USA-MA-Broad-CRSP_BRDMLTFML3I5R4TJ-2022",0.388888888888889,0,"Same Consensus"
"6","USA-MA-Broad-CRSP_VHLMM7LA3WBD6QDA-2022","USA-MA-Broad-CRSP_BRDMLTFML3I5R4TJ-2022",0.0277777777777778,0,"Same Consensus"
"7","USA-MA-Broad-CRSP_USQXGSKLIPTYRVBQ-2022","USA-MA-Broad-CRSP_BRDMLTFML3I5R4TJ-2022",0.569444444444444,0,"Same Consensus"
"8","Index","USA-MA-Broad-CRSP_XFYDZAPWDXJH2DQW-2022",1,NA,"Index Case"
"9","Index","USA-MA-Broad-CRSP_L4MMBHA2CO3LAPE5-2022",1,NA,"Index Case"
"10","USA-MA-Broad-CRSP_BRDMLTFML3I5R4TJ-2022","USA-MA-Broad-CRSP_KYWYCVBMDGSDQI6Q-2022",0.319444444444444,0,"Same Consensus"
"11","USA-MA-Broad-CRSP_VHLMM7LA3WBD6QDA-2022","USA-MA-Broad-CRSP_KYWYCVBMDGSDQI6Q-2022",0.0138888888888889,0,"Same Consensus"
"12","USA-MA-Broad-CRSP_USQXGSKLIPTYRVBQ-2022","USA-MA-Broad-CRSP_KYWYCVBMDGSDQI6Q-2022",0.666666666666667,0,"Same Consensus"
"13","USA-MA-Broad-CRSP_BRDMLTFML3I5R4TJ-2022","USA-MA-Broad-CRSP_VHLMM7LA3WBD6QDA-2022",0.0138888888888889,0,"Same Consensus"
"14","USA-MA-Broad-CRSP_XFYDZAPWDXJH2DQW-2022","USA-MA-Broad-CRSP_VHLMM7LA3WBD6QDA-2022",0.986111111111111,1,"Undetected Consensus Change"
"15","USA-MA-Broad-CRSP_BRDMLTFML3I5R4TJ-2022","USA-MA-Broad-CRSP_USQXGSKLIPTYRVBQ-2022",0.0138888888888889,0,"Same Consensus"
"16","USA-MA-Broad-CRSP_VHLMM7LA3WBD6QDA-2022","USA-MA-Broad-CRSP_USQXGSKLIPTYRVBQ-2022",0.986111111111111,0,"Same Consensus"
