"","From","To","Probability","Distance","Relationship"
"1","USA-MA-Broad-CRSP_OZX4G2JYMJPCQT2O-2022","USA-MA-Broad-CRSP_OHIOJWVXXSI4A36F-2022",0.796296296296296,0,"Same Consensus"
"2","USA-MA-Broad-CRSP_UBRJOWLUTHSA74QQ-2022","USA-MA-Broad-CRSP_OHIOJWVXXSI4A36F-2022",0.203703703703704,1,"Undetected Consensus Change"
"3","USA-MA-Broad-CRSP_OHIOJWVXXSI4A36F-2022","USA-MA-Broad-CRSP_OZX4G2JYMJPCQT2O-2022",0.203703703703704,0,"Same Consensus"
"4","USA-MA-Broad-CRSP_UBRJOWLUTHSA74QQ-2022","USA-MA-Broad-CRSP_OZX4G2JYMJPCQT2O-2022",0.796296296296296,1,"Undetected Consensus Change"
"5","Index","USA-MA-Broad-CRSP_UBRJOWLUTHSA74QQ-2022",0.851851851851852,NA,"Index Case"
"6","USA-MA-Broad-CRSP_WEUA3J3ZK3TBJ2A5-2022","USA-MA-Broad-CRSP_UBRJOWLUTHSA74QQ-2022",0.0925925925925926,2,"Undetected Consensus Change"
"7","USA-MA-Broad-CRSP_UENZB4656KJIZJHC-2022","USA-MA-Broad-CRSP_UBRJOWLUTHSA74QQ-2022",0.0555555555555556,2,"Undetected Consensus Change"
"8","Index","USA-MA-Broad-CRSP_WEUA3J3ZK3TBJ2A5-2022",0.574074074074074,NA,"Index Case"
"9","USA-MA-Broad-CRSP_UENZB4656KJIZJHC-2022","USA-MA-Broad-CRSP_WEUA3J3ZK3TBJ2A5-2022",0.425925925925926,2,"Undetected Consensus Change"
"10","Index","USA-MA-Broad-CRSP_UENZB4656KJIZJHC-2022",1,NA,"Index Case"
"11","Index","USA-MA-Broad-CRSP_YO373BT63EMIDYFX-2022",0.277777777777778,NA,"Index Case"
"12","USA-MA-Broad-CRSP_OHIOJWVXXSI4A36F-2022","USA-MA-Broad-CRSP_YO373BT63EMIDYFX-2022",0.333333333333333,2,"Undetected Consensus Change"
"13","USA-MA-Broad-CRSP_OZX4G2JYMJPCQT2O-2022","USA-MA-Broad-CRSP_YO373BT63EMIDYFX-2022",0.388888888888889,2,"Undetected Consensus Change"
