"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_GXH3KRYFCFWSPGF7-2021","USA-MA-CDCBI-CRSP_PCYUCLWF4TK2HXRS-2021",0.205205205205205,3,"Undetected Consensus Change"
"2","USA-MA-CDCBI-CRSP_C253HBJ5EFWXB3KR-2021","USA-MA-CDCBI-CRSP_PCYUCLWF4TK2HXRS-2021",0.794794794794795,0,"Same Consensus"
"3","USA-MA-CDCBI-CRSP_P5U4HRC4WQO46OQY-2021","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021",0.0830830830830831,0,"Same Consensus"
"4","USA-MA-CDCBI-CRSP_N2LUQGJFSPCYJNIK-2021","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021",0.049049049049049,0,"Same Consensus"
"5","USA-MA-CDCBI-CRSP_2OXDM2UYFLELQR7O-2021","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021",0.00900900900900901,0,"Same Consensus"
"6","USA-MA-CDCBI-CRSP_UL2KUQLKZJ4RYPCU-2021","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021",0.013013013013013,1,"Minor Allele to Fixation"
"7","USA-MA-CDCBI-CRSP_NC5PES6GXLRAQNFA-2021","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021",0.207207207207207,0,"Same Consensus"
"8","USA-MA-CDCBI-CRSP_MSMGJFCEMWSFU2RT-2021","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021",0.002002002002002,0,"Same Consensus"
"9","USA-MA-CDCBI-CRSP_NOKRKYICYSHHPI37-2021","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021",0.016016016016016,0,"Same Consensus"
"10","USA-MA-CDCBI-CRSP_PXBNYGLUBKRAV5Y6-2021","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021",0.257257257257257,0,"Same Consensus"
"11","USA-MA-CDCBI-CRSP_WB4T25MDAQKHY4HH-2021","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021",0.11011011011011,0,"Same Consensus"
"12","USA-MA-CDCBI-CRSP_HHXBXD3K46MOVOVB-2021","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021",0.00700700700700701,0,"Same Consensus"
"13","USA-MA-CDCBI-CRSP_SW6CCNQ62FUEPSQU-2021","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021",0.246246246246246,0,"Same Consensus"
"14","Index","USA-MA-CDCBI-CRSP_HLQC5OXMB5KDULY2-2021",0.034034034034034,NA,"Index Case"
"15","USA-MA-CDCBI-CRSP_BDJIKIZWSLR2FRCW-2021","USA-MA-CDCBI-CRSP_HLQC5OXMB5KDULY2-2021",0.328328328328328,0,"Same Consensus"
"16","USA-MA-CDCBI-CRSP_OGRNYEQVE5QF46ZZ-2021","USA-MA-CDCBI-CRSP_HLQC5OXMB5KDULY2-2021",0.004004004004004,0,"Same Consensus"
"17","USA-MA-CDCBI-CRSP_R2VAOL7UY3PDZXDG-2021","USA-MA-CDCBI-CRSP_HLQC5OXMB5KDULY2-2021",0.0920920920920921,0,"Same Consensus"
"18","USA-MA-CDCBI-CRSP_5BN5HDGAROZXUXJI-2021","USA-MA-CDCBI-CRSP_HLQC5OXMB5KDULY2-2021",0.121121121121121,0,"Same Consensus"
"19","USA-MA-CDCBI-CRSP_NWZ35F4TSI23ETKU-2021","USA-MA-CDCBI-CRSP_HLQC5OXMB5KDULY2-2021",0.017017017017017,0,"Same Consensus"
"20","USA-MA-CDCBI-CRSP_M2LDU4SHFZIY37JL-2021","USA-MA-CDCBI-CRSP_HLQC5OXMB5KDULY2-2021",0.357357357357357,0,"Same Consensus"
"21","USA-MA-CDCBI-CRSP_DVW3WJFQTKEG7OPE-2021","USA-MA-CDCBI-CRSP_HLQC5OXMB5KDULY2-2021",0.038038038038038,0,"Same Consensus"
"22","USA-MA-CDCBI-CRSP_TCXCBTYNCKFF6MO2-2021","USA-MA-CDCBI-CRSP_HLQC5OXMB5KDULY2-2021",0.00800800800800801,0,"Same Consensus"
"23","USA-MA-CDCBI-CRSP_N2LUQGJFSPCYJNIK-2021","USA-MA-CDCBI-CRSP_P5U4HRC4WQO46OQY-2021",0.00600600600600601,0,"Same Consensus"
"24","USA-MA-CDCBI-CRSP_UL2KUQLKZJ4RYPCU-2021","USA-MA-CDCBI-CRSP_P5U4HRC4WQO46OQY-2021",0.002002002002002,1,"Minor Allele to Fixation"
"25","USA-MA-CDCBI-CRSP_NC5PES6GXLRAQNFA-2021","USA-MA-CDCBI-CRSP_P5U4HRC4WQO46OQY-2021",0.028028028028028,0,"Same Consensus"
"26","USA-MA-CDCBI-CRSP_PXBNYGLUBKRAV5Y6-2021","USA-MA-CDCBI-CRSP_P5U4HRC4WQO46OQY-2021",0.186186186186186,0,"Same Consensus"
"27","USA-MA-CDCBI-CRSP_WB4T25MDAQKHY4HH-2021","USA-MA-CDCBI-CRSP_P5U4HRC4WQO46OQY-2021",0.319319319319319,0,"Same Consensus"
"28","USA-MA-CDCBI-CRSP_HHXBXD3K46MOVOVB-2021","USA-MA-CDCBI-CRSP_P5U4HRC4WQO46OQY-2021",0.019019019019019,0,"Same Consensus"
"29","USA-MA-CDCBI-CRSP_SW6CCNQ62FUEPSQU-2021","USA-MA-CDCBI-CRSP_P5U4HRC4WQO46OQY-2021",0.439439439439439,0,"Same Consensus"
"30","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021","USA-MA-CDCBI-CRSP_RKSKGINN7W623OSB-2021",0.017017017017017,2,"Undetected Consensus Change"
"31","USA-MA-CDCBI-CRSP_P5U4HRC4WQO46OQY-2021","USA-MA-CDCBI-CRSP_RKSKGINN7W623OSB-2021",0.00800800800800801,2,"Undetected Consensus Change"
"32","USA-MA-CDCBI-CRSP_OW6DLQB2EANO4RJQ-2021","USA-MA-CDCBI-CRSP_RKSKGINN7W623OSB-2021",0.872872872872873,1,"Undetected Consensus Change"
"33","USA-MA-CDCBI-CRSP_PXBNYGLUBKRAV5Y6-2021","USA-MA-CDCBI-CRSP_RKSKGINN7W623OSB-2021",0.028028028028028,2,"Undetected Consensus Change"
"34","USA-MA-CDCBI-CRSP_SW6CCNQ62FUEPSQU-2021","USA-MA-CDCBI-CRSP_RKSKGINN7W623OSB-2021",0.0560560560560561,2,"Undetected Consensus Change"
"35","USA-MA-CDCBI-CRSP_6TKTRDBT3MFRKCRJ-2021","USA-MA-CDCBI-CRSP_RKSKGINN7W623OSB-2021",0.018018018018018,1,"Undetected Consensus Change"
"36","USA-MA-CDCBI-CRSP_KD57LZSELVBUDZNN-2021","USA-MA-CDCBI-CRSP_3CMIUTYZY4WINNLV-2021",0.463463463463463,0,"Same Consensus"
"37","USA-MA-CDCBI-CRSP_QLDTHYOGYMQGRNNZ-2021","USA-MA-CDCBI-CRSP_3CMIUTYZY4WINNLV-2021",0.001001001001001,0,"Same Consensus"
"38","USA-MA-CDCBI-CRSP_WB4T25MDAQKHY4HH-2021","USA-MA-CDCBI-CRSP_3CMIUTYZY4WINNLV-2021",0.016016016016016,1,"Undetected Consensus Change"
"39","USA-MA-CDCBI-CRSP_DITYHLJ5RDRCJ4E7-2021","USA-MA-CDCBI-CRSP_3CMIUTYZY4WINNLV-2021",0.139139139139139,0,"Same Consensus"
"40","USA-MA-CDCBI-CRSP_HHXBXD3K46MOVOVB-2021","USA-MA-CDCBI-CRSP_3CMIUTYZY4WINNLV-2021",0.01001001001001,1,"Undetected Consensus Change"
"41","USA-MA-CDCBI-CRSP_BAWX5ZQLNCVVJMFV-2021","USA-MA-CDCBI-CRSP_3CMIUTYZY4WINNLV-2021",0.37037037037037,0,"Same Consensus"
"42","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021","USA-MA-CDCBI-CRSP_PGQDOLETUDQATJLM-2021",0.167167167167167,1,"Undetected Consensus Change"
"43","USA-MA-CDCBI-CRSP_P5U4HRC4WQO46OQY-2021","USA-MA-CDCBI-CRSP_PGQDOLETUDQATJLM-2021",0.031031031031031,1,"Undetected Consensus Change"
"44","USA-MA-CDCBI-CRSP_N2LUQGJFSPCYJNIK-2021","USA-MA-CDCBI-CRSP_PGQDOLETUDQATJLM-2021",0.101101101101101,1,"Undetected Consensus Change"
"45","USA-MA-CDCBI-CRSP_2OXDM2UYFLELQR7O-2021","USA-MA-CDCBI-CRSP_PGQDOLETUDQATJLM-2021",0.127127127127127,1,"Undetected Consensus Change"
"46","USA-MA-CDCBI-CRSP_NC5PES6GXLRAQNFA-2021","USA-MA-CDCBI-CRSP_PGQDOLETUDQATJLM-2021",0.0880880880880881,1,"Undetected Consensus Change"
"47","USA-MA-CDCBI-CRSP_MSMGJFCEMWSFU2RT-2021","USA-MA-CDCBI-CRSP_PGQDOLETUDQATJLM-2021",0.0840840840840841,1,"Undetected Consensus Change"
"48","USA-MA-CDCBI-CRSP_NOKRKYICYSHHPI37-2021","USA-MA-CDCBI-CRSP_PGQDOLETUDQATJLM-2021",0.2002002002002,1,"Undetected Consensus Change"
"49","USA-MA-CDCBI-CRSP_PXBNYGLUBKRAV5Y6-2021","USA-MA-CDCBI-CRSP_PGQDOLETUDQATJLM-2021",0.004004004004004,1,"Undetected Consensus Change"
"50","USA-MA-CDCBI-CRSP_JPDZZ222FZ3LNO72-2021","USA-MA-CDCBI-CRSP_PGQDOLETUDQATJLM-2021",0.195195195195195,1,"Undetected Consensus Change"
"51","USA-MA-CDCBI-CRSP_SW6CCNQ62FUEPSQU-2021","USA-MA-CDCBI-CRSP_PGQDOLETUDQATJLM-2021",0.002002002002002,1,"Undetected Consensus Change"
"52","USA-MA-CDCBI-CRSP_IQXGND4ZGUHZ2RRT-2021","USA-MA-CDCBI-CRSP_YRSPOSVJ7JJRR4IY-2021",0.003003003003003,1,"Undetected Consensus Change"
"53","USA-MA-CDCBI-CRSP_P5U4HRC4WQO46OQY-2021","USA-MA-CDCBI-CRSP_YRSPOSVJ7JJRR4IY-2021",0.00900900900900901,1,"Undetected Consensus Change"
"54","USA-MA-CDCBI-CRSP_N2LUQGJFSPCYJNIK-2021","USA-MA-CDCBI-CRSP_YRSPOSVJ7JJRR4IY-2021",0.004004004004004,1,"Undetected Consensus Change"
"55","USA-MA-CDCBI-CRSP_NC5PES6GXLRAQNFA-2021","USA-MA-CDCBI-CRSP_YRSPOSVJ7JJRR4IY-2021",0.00600600600600601,1,"Undetected Consensus Change"
"56","USA-MA-CDCBI-CRSP_PXBNYGLUBKRAV5Y6-2021","USA-MA-CDCBI-CRSP_YRSPOSVJ7JJRR4IY-2021",0.236236236236236,1,"Undetected Consensus Change"
"57","USA-MA-CDCBI-CRSP_WB4T25MDAQKHY4HH-2021","USA-MA-CDCBI-CRSP_YRSPOSVJ7JJRR4IY-2021",0.471471471471471,1,"Undetected Consensus Change"
