"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_YJCIQHRDA4UNOVSJ-2021","USA-MA-CDCBI-CRSP_CHD62DE5G4LHLEBI-2021",0.916666666666667,1,"Minor Allele to Fixation"
"2","USA-MA-CDCBI-CRSP_SDGJ24HLU76W5B37-2021","USA-MA-CDCBI-CRSP_CHD62DE5G4LHLEBI-2021",0.0833333333333333,0,"Same Consensus"
"3","Index","USA-MA-CDCBI-CRSP_6EHICSZBMZF4L4D2-2021",0.0277777777777778,NA,"Index Case"
"4","USA-MA-CDCBI-CRSP_YJCIQHRDA4UNOVSJ-2021","USA-MA-CDCBI-CRSP_6EHICSZBMZF4L4D2-2021",0.972222222222222,0,"Same Consensus"
"5","Index","USA-MA-CDCBI-CRSP_YJCIQHRDA4UNOVSJ-2021",0.944444444444444,NA,"Index Case"
"6","USA-MA-CDCBI-CRSP_6EHICSZBMZF4L4D2-2021","USA-MA-CDCBI-CRSP_YJCIQHRDA4UNOVSJ-2021",0.0277777777777778,0,"Same Consensus"
"7","USA-MA-CDCBI-CRSP_SDGJ24HLU76W5B37-2021","USA-MA-CDCBI-CRSP_YJCIQHRDA4UNOVSJ-2021",0.0277777777777778,1,"Fixation to Minor Allele"
"8","Index","USA-MA-CDCBI-CRSP_SDGJ24HLU76W5B37-2021",0.0277777777777778,NA,"Index Case"
"9","USA-MA-CDCBI-CRSP_CHD62DE5G4LHLEBI-2021","USA-MA-CDCBI-CRSP_SDGJ24HLU76W5B37-2021",0.694444444444444,0,"Same Consensus"
"10","USA-MA-CDCBI-CRSP_YJCIQHRDA4UNOVSJ-2021","USA-MA-CDCBI-CRSP_SDGJ24HLU76W5B37-2021",0.277777777777778,1,"Minor Allele to Fixation"
