"","From","To","Probability","Distance","Relationship"
"1","Index","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022",0.0972222222222222,NA,"Index Case"
"2","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022",0.0972222222222222,0,"Same Consensus"
"3","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022",0.208333333333333,0,"Same Consensus"
"4","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022",0.0972222222222222,0,"Same Consensus"
"5","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022",0.208333333333333,0,"Same Consensus"
"6","USA-MA-CDCBI-CRSP_AA6CZFTY3FID6ESG-2022","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022",0.291666666666667,0,"Same Consensus"
"7","Index","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022",0.0833333333333333,NA,"Index Case"
"8","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022",0.138888888888889,0,"Same Consensus"
"9","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022",0.236111111111111,0,"Same Consensus"
"10","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022",0.125,0,"Same Consensus"
"11","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022",0.166666666666667,0,"Same Consensus"
"12","USA-MA-CDCBI-CRSP_AA6CZFTY3FID6ESG-2022","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022",0.25,0,"Same Consensus"
"13","Index","USA-MA-CDCBI-CRSP_BO3KPFUNEUSGFHKW-2022",0.305555555555556,NA,"Index Case"
"14","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022","USA-MA-CDCBI-CRSP_BO3KPFUNEUSGFHKW-2022",0.0277777777777778,2,"Undetected Consensus Change"
"15","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022","USA-MA-CDCBI-CRSP_BO3KPFUNEUSGFHKW-2022",0.0138888888888889,2,"Undetected Consensus Change"
"16","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022","USA-MA-CDCBI-CRSP_BO3KPFUNEUSGFHKW-2022",0.0416666666666667,2,"Undetected Consensus Change"
"17","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022","USA-MA-CDCBI-CRSP_BO3KPFUNEUSGFHKW-2022",0.0277777777777778,2,"Undetected Consensus Change"
"18","USA-MA-CDCBI-CRSP_RRYRZ2MGTOLCUEOT-2022","USA-MA-CDCBI-CRSP_BO3KPFUNEUSGFHKW-2022",0.583333333333333,0,"Same Consensus"
"19","Index","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022",0.222222222222222,NA,"Index Case"
"20","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022",0.0694444444444444,0,"Same Consensus"
"21","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022",0.0694444444444444,0,"Same Consensus"
"22","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022",0.111111111111111,0,"Same Consensus"
"23","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022",0.277777777777778,0,"Same Consensus"
"24","USA-MA-CDCBI-CRSP_AA6CZFTY3FID6ESG-2022","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022",0.25,0,"Same Consensus"
"25","Index","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022",0.111111111111111,NA,"Index Case"
"26","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022",0.0694444444444444,0,"Same Consensus"
"27","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022",0.125,0,"Same Consensus"
"28","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022",0.208333333333333,0,"Same Consensus"
"29","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022",0.236111111111111,0,"Same Consensus"
"30","USA-MA-CDCBI-CRSP_AA6CZFTY3FID6ESG-2022","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022",0.25,0,"Same Consensus"
"31","Index","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022",0.208333333333333,NA,"Index Case"
"32","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022",0.0833333333333333,0,"Same Consensus"
"33","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022",0.0694444444444444,0,"Same Consensus"
"34","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022",0.180555555555556,0,"Same Consensus"
"35","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022",0.125,0,"Same Consensus"
"36","USA-MA-CDCBI-CRSP_AA6CZFTY3FID6ESG-2022","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022",0.333333333333333,0,"Same Consensus"
"37","Index","USA-MA-CDCBI-CRSP_AA6CZFTY3FID6ESG-2022",0.277777777777778,NA,"Index Case"
"38","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022","USA-MA-CDCBI-CRSP_AA6CZFTY3FID6ESG-2022",0.125,0,"Same Consensus"
"39","USA-MA-CDCBI-CRSP_2UCSPCKT643UAHDT-2022","USA-MA-CDCBI-CRSP_AA6CZFTY3FID6ESG-2022",0.0833333333333333,0,"Same Consensus"
"40","USA-MA-CDCBI-CRSP_YWX57CYIZZW6GLL5-2022","USA-MA-CDCBI-CRSP_AA6CZFTY3FID6ESG-2022",0.222222222222222,0,"Same Consensus"
"41","USA-MA-CDCBI-CRSP_6LMZS5RWNPILG5T6-2022","USA-MA-CDCBI-CRSP_AA6CZFTY3FID6ESG-2022",0.0694444444444444,0,"Same Consensus"
"42","USA-MA-CDCBI-CRSP_XFKTXSNHNNBM4LJ6-2022","USA-MA-CDCBI-CRSP_AA6CZFTY3FID6ESG-2022",0.222222222222222,0,"Same Consensus"
"43","Index","USA-MA-CDCBI-CRSP_RRYRZ2MGTOLCUEOT-2022",0.486111111111111,NA,"Index Case"
"44","USA-MA-CDCBI-CRSP_CGACBEVJICONTJ6U-2022","USA-MA-CDCBI-CRSP_RRYRZ2MGTOLCUEOT-2022",0.0138888888888889,2,"Undetected Consensus Change"
