"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_XKIKGJGK5PFTDPTE-2021","USA-MA-CDCBI-CRSP_VTZ5SNVYDT7RKD7W-2021",0.138888888888889,0,"Same Consensus"
"2","USA-MA-CDCBI-CRSP_IX3MTCGS4U3PCP2N-2021","USA-MA-CDCBI-CRSP_VTZ5SNVYDT7RKD7W-2021",0.388888888888889,0,"Same Consensus"
"3","USA-MA-CDCBI-CRSP_YOAHAL6SE3XQ5D2Z-2021","USA-MA-CDCBI-CRSP_VTZ5SNVYDT7RKD7W-2021",0.472222222222222,0,"Same Consensus"
"4","Index","USA-MA-CDCBI-CRSP_XKIKGJGK5PFTDPTE-2021",0.472222222222222,NA,"Index Case"
"5","USA-MA-CDCBI-CRSP_YOAHAL6SE3XQ5D2Z-2021","USA-MA-CDCBI-CRSP_XKIKGJGK5PFTDPTE-2021",0.527777777777778,0,"Same Consensus"
"6","USA-MA-CDCBI-CRSP_VTZ5SNVYDT7RKD7W-2021","USA-MA-CDCBI-CRSP_IX3MTCGS4U3PCP2N-2021",0.111111111111111,0,"Same Consensus"
"7","USA-MA-CDCBI-CRSP_XKIKGJGK5PFTDPTE-2021","USA-MA-CDCBI-CRSP_IX3MTCGS4U3PCP2N-2021",0.138888888888889,0,"Same Consensus"
"8","USA-MA-CDCBI-CRSP_YOAHAL6SE3XQ5D2Z-2021","USA-MA-CDCBI-CRSP_IX3MTCGS4U3PCP2N-2021",0.75,0,"Same Consensus"
"9","Index","USA-MA-CDCBI-CRSP_YOAHAL6SE3XQ5D2Z-2021",0.527777777777778,NA,"Index Case"
"10","USA-MA-CDCBI-CRSP_VTZ5SNVYDT7RKD7W-2021","USA-MA-CDCBI-CRSP_YOAHAL6SE3XQ5D2Z-2021",0.0277777777777778,0,"Same Consensus"
"11","USA-MA-CDCBI-CRSP_XKIKGJGK5PFTDPTE-2021","USA-MA-CDCBI-CRSP_YOAHAL6SE3XQ5D2Z-2021",0.416666666666667,0,"Same Consensus"
"12","USA-MA-CDCBI-CRSP_IX3MTCGS4U3PCP2N-2021","USA-MA-CDCBI-CRSP_YOAHAL6SE3XQ5D2Z-2021",0.0277777777777778,0,"Same Consensus"
