"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_GVPB3RMP4KBDH4QE-2021","USA-MA-CDCBI-CRSP_MYKBN2TY7YGSFKF6-2021",0.0138888888888889,0,"Same Consensus"
"2","USA-MA-CDCBI-CRSP_L3EJ7LMSPLQZZ6GL-2021","USA-MA-CDCBI-CRSP_MYKBN2TY7YGSFKF6-2021",0.0416666666666667,0,"Same Consensus"
"3","USA-MA-CDCBI-CRSP_5X54EKB4M2D45ZRH-2021","USA-MA-CDCBI-CRSP_MYKBN2TY7YGSFKF6-2021",0.0555555555555556,0,"Same Consensus"
"4","USA-MA-CDCBI-CRSP_Y6ZB4WHHB7I2WE6C-2021","USA-MA-CDCBI-CRSP_MYKBN2TY7YGSFKF6-2021",0.805555555555556,0,"Split Bottleneck"
"5","USA-MA-CDCBI-CRSP_G7WPG5L5GPG6JA3S-2021","USA-MA-CDCBI-CRSP_MYKBN2TY7YGSFKF6-2021",0.0138888888888889,0,"Same Consensus"
"6","USA-MA-CDCBI-CRSP_27AEMUJTVPLAPT6A-2021","USA-MA-CDCBI-CRSP_MYKBN2TY7YGSFKF6-2021",0.0694444444444444,0,"Same Consensus"
"7","Index","USA-MA-CDCBI-CRSP_GVPB3RMP4KBDH4QE-2021",1,NA,"Index Case"
"8","USA-MA-CDCBI-CRSP_GVPB3RMP4KBDH4QE-2021","USA-MA-CDCBI-CRSP_L3EJ7LMSPLQZZ6GL-2021",0.847222222222222,0,"Same Consensus"
"9","USA-MA-CDCBI-CRSP_5X54EKB4M2D45ZRH-2021","USA-MA-CDCBI-CRSP_L3EJ7LMSPLQZZ6GL-2021",0.152777777777778,0,"Same Consensus"
"10","USA-MA-CDCBI-CRSP_GVPB3RMP4KBDH4QE-2021","USA-MA-CDCBI-CRSP_5X54EKB4M2D45ZRH-2021",0.958333333333333,0,"Same Consensus"
"11","USA-MA-CDCBI-CRSP_L3EJ7LMSPLQZZ6GL-2021","USA-MA-CDCBI-CRSP_5X54EKB4M2D45ZRH-2021",0.0416666666666667,0,"Same Consensus"
"12","USA-MA-CDCBI-CRSP_MYKBN2TY7YGSFKF6-2021","USA-MA-CDCBI-CRSP_Y6ZB4WHHB7I2WE6C-2021",0.194444444444444,0,"Split Bottleneck"
"13","USA-MA-CDCBI-CRSP_GVPB3RMP4KBDH4QE-2021","USA-MA-CDCBI-CRSP_Y6ZB4WHHB7I2WE6C-2021",0.111111111111111,0,"Same Consensus"
"14","USA-MA-CDCBI-CRSP_L3EJ7LMSPLQZZ6GL-2021","USA-MA-CDCBI-CRSP_Y6ZB4WHHB7I2WE6C-2021",0.152777777777778,0,"Same Consensus"
"15","USA-MA-CDCBI-CRSP_5X54EKB4M2D45ZRH-2021","USA-MA-CDCBI-CRSP_Y6ZB4WHHB7I2WE6C-2021",0.263888888888889,0,"Same Consensus"
"16","USA-MA-CDCBI-CRSP_G7WPG5L5GPG6JA3S-2021","USA-MA-CDCBI-CRSP_Y6ZB4WHHB7I2WE6C-2021",0.0277777777777778,0,"Same Consensus"
"17","USA-MA-CDCBI-CRSP_27AEMUJTVPLAPT6A-2021","USA-MA-CDCBI-CRSP_Y6ZB4WHHB7I2WE6C-2021",0.25,0,"Same Consensus"
"18","USA-MA-CDCBI-CRSP_GVPB3RMP4KBDH4QE-2021","USA-MA-CDCBI-CRSP_G7WPG5L5GPG6JA3S-2021",0.0694444444444444,0,"Same Consensus"
"19","USA-MA-CDCBI-CRSP_L3EJ7LMSPLQZZ6GL-2021","USA-MA-CDCBI-CRSP_G7WPG5L5GPG6JA3S-2021",0.319444444444444,0,"Same Consensus"
"20","USA-MA-CDCBI-CRSP_5X54EKB4M2D45ZRH-2021","USA-MA-CDCBI-CRSP_G7WPG5L5GPG6JA3S-2021",0.291666666666667,0,"Same Consensus"
"21","USA-MA-CDCBI-CRSP_Y6ZB4WHHB7I2WE6C-2021","USA-MA-CDCBI-CRSP_G7WPG5L5GPG6JA3S-2021",0.0833333333333333,0,"Same Consensus"
"22","USA-MA-CDCBI-CRSP_27AEMUJTVPLAPT6A-2021","USA-MA-CDCBI-CRSP_G7WPG5L5GPG6JA3S-2021",0.236111111111111,0,"Same Consensus"
