"","From","To","Probability","Distance","Relationship"
"1","USA-MA-CDCBI-CRSP_2DCGRRLKLHWJRVBC-2021","USA-MA-CDCBI-CRSP_ZIQKF4TCNHQ6IJNI-2021",0.0854700854700855,0,"Same Consensus"
"2","USA-MA-CDCBI-CRSP_WFWVW4L4YLWT26MW-2021","USA-MA-CDCBI-CRSP_ZIQKF4TCNHQ6IJNI-2021",0.393162393162393,0,"Same Consensus"
"3","USA-MA-CDCBI-CRSP_33AA5JWNXPC55KKP-2021","USA-MA-CDCBI-CRSP_ZIQKF4TCNHQ6IJNI-2021",0.0683760683760684,0,"Same Consensus"
"4","USA-MA-CDCBI-CRSP_VWF5M2Q75H37KMAN-2021","USA-MA-CDCBI-CRSP_ZIQKF4TCNHQ6IJNI-2021",0.452991452991453,0,"Same Consensus"
"5","Index","USA-MA-CDCBI-CRSP_2DCGRRLKLHWJRVBC-2021",0.0170940170940171,NA,"Index Case"
"6","USA-MA-CDCBI-CRSP_ZIQKF4TCNHQ6IJNI-2021","USA-MA-CDCBI-CRSP_2DCGRRLKLHWJRVBC-2021",0.0683760683760684,0,"Same Consensus"
"7","USA-MA-CDCBI-CRSP_WFWVW4L4YLWT26MW-2021","USA-MA-CDCBI-CRSP_2DCGRRLKLHWJRVBC-2021",0.367521367521368,0,"Same Consensus"
"8","USA-MA-CDCBI-CRSP_33AA5JWNXPC55KKP-2021","USA-MA-CDCBI-CRSP_2DCGRRLKLHWJRVBC-2021",0.11965811965812,0,"Same Consensus"
"9","USA-MA-CDCBI-CRSP_VWF5M2Q75H37KMAN-2021","USA-MA-CDCBI-CRSP_2DCGRRLKLHWJRVBC-2021",0.427350427350427,0,"Same Consensus"
"10","USA-MA-CDCBI-CRSP_ZIQKF4TCNHQ6IJNI-2021","USA-MA-CDCBI-CRSP_WFWVW4L4YLWT26MW-2021",0.0170940170940171,0,"Same Consensus"
"11","USA-MA-CDCBI-CRSP_2DCGRRLKLHWJRVBC-2021","USA-MA-CDCBI-CRSP_WFWVW4L4YLWT26MW-2021",0.0769230769230769,0,"Same Consensus"
"12","USA-MA-CDCBI-CRSP_33AA5JWNXPC55KKP-2021","USA-MA-CDCBI-CRSP_WFWVW4L4YLWT26MW-2021",0.0256410256410256,1,"Minor Allele to Fixation"
"13","USA-MA-CDCBI-CRSP_VWF5M2Q75H37KMAN-2021","USA-MA-CDCBI-CRSP_WFWVW4L4YLWT26MW-2021",0.88034188034188,0,"Same Consensus"
"14","USA-MA-CDCBI-CRSP_ZIQKF4TCNHQ6IJNI-2021","USA-MA-CDCBI-CRSP_G4U2HXWCQYLGAR6D-2021",0.162393162393162,0,"Same Consensus"
"15","USA-MA-CDCBI-CRSP_2DCGRRLKLHWJRVBC-2021","USA-MA-CDCBI-CRSP_G4U2HXWCQYLGAR6D-2021",0.162393162393162,0,"Same Consensus"
"16","USA-MA-CDCBI-CRSP_WFWVW4L4YLWT26MW-2021","USA-MA-CDCBI-CRSP_G4U2HXWCQYLGAR6D-2021",0.188034188034188,0,"Same Consensus"
"17","USA-MA-CDCBI-CRSP_R5JUJ6LVSUR6QEQ6-2021","USA-MA-CDCBI-CRSP_G4U2HXWCQYLGAR6D-2021",0.111111111111111,0,"Same Consensus"
"18","USA-MA-CDCBI-CRSP_33AA5JWNXPC55KKP-2021","USA-MA-CDCBI-CRSP_G4U2HXWCQYLGAR6D-2021",0.0683760683760684,1,"Minor Allele to Fixation"
"19","USA-MA-CDCBI-CRSP_VWF5M2Q75H37KMAN-2021","USA-MA-CDCBI-CRSP_G4U2HXWCQYLGAR6D-2021",0.0256410256410256,0,"Same Consensus"
"20","USA-MA-CDCBI-CRSP_2WZ2MFPFRXWOUYNX-2021","USA-MA-CDCBI-CRSP_G4U2HXWCQYLGAR6D-2021",0.111111111111111,0,"Same Consensus"
"21","USA-MA-CDCBI-CRSP_GXFDZKR5HL4USOWX-2021","USA-MA-CDCBI-CRSP_G4U2HXWCQYLGAR6D-2021",0.0854700854700855,0,"Same Consensus"
"22","USA-MA-CDCBI-CRSP_SGAOS4Y2XDQEBYPV-2021","USA-MA-CDCBI-CRSP_G4U2HXWCQYLGAR6D-2021",0.0854700854700855,0,"Same Consensus"
"23","USA-MA-CDCBI-CRSP_ZIQKF4TCNHQ6IJNI-2021","USA-MA-CDCBI-CRSP_R5JUJ6LVSUR6QEQ6-2021",0.170940170940171,0,"Same Consensus"
"24","USA-MA-CDCBI-CRSP_2DCGRRLKLHWJRVBC-2021","USA-MA-CDCBI-CRSP_R5JUJ6LVSUR6QEQ6-2021",0.222222222222222,0,"Same Consensus"
"25","USA-MA-CDCBI-CRSP_WFWVW4L4YLWT26MW-2021","USA-MA-CDCBI-CRSP_R5JUJ6LVSUR6QEQ6-2021",0.316239316239316,0,"Same Consensus"
"26","USA-MA-CDCBI-CRSP_G4U2HXWCQYLGAR6D-2021","USA-MA-CDCBI-CRSP_R5JUJ6LVSUR6QEQ6-2021",0.0427350427350427,0,"Same Consensus"
"27","USA-MA-CDCBI-CRSP_33AA5JWNXPC55KKP-2021","USA-MA-CDCBI-CRSP_R5JUJ6LVSUR6QEQ6-2021",0.0256410256410256,1,"Minor Allele to Fixation"
"28","USA-MA-CDCBI-CRSP_VWF5M2Q75H37KMAN-2021","USA-MA-CDCBI-CRSP_R5JUJ6LVSUR6QEQ6-2021",0.0427350427350427,0,"Same Consensus"
"29","USA-MA-CDCBI-CRSP_2WZ2MFPFRXWOUYNX-2021","USA-MA-CDCBI-CRSP_R5JUJ6LVSUR6QEQ6-2021",0.0598290598290598,0,"Same Consensus"
"30","USA-MA-CDCBI-CRSP_GXFDZKR5HL4USOWX-2021","USA-MA-CDCBI-CRSP_R5JUJ6LVSUR6QEQ6-2021",0.0341880341880342,0,"Same Consensus"
"31","USA-MA-CDCBI-CRSP_SGAOS4Y2XDQEBYPV-2021","USA-MA-CDCBI-CRSP_R5JUJ6LVSUR6QEQ6-2021",0.0854700854700855,0,"Same Consensus"
"32","USA-MA-CDCBI-CRSP_PK5XOQNHK3TQ47QR-2021","USA-MA-CDCBI-CRSP_L4DVAP5HCLDMPBUF-2021",0.205128205128205,0,"Same Consensus"
"33","USA-MA-CDCBI-CRSP_SGAOS4Y2XDQEBYPV-2021","USA-MA-CDCBI-CRSP_L4DVAP5HCLDMPBUF-2021",0.794871794871795,1,"Minor Allele to Fixation"
"34","USA-MA-CDCBI-CRSP_L4DVAP5HCLDMPBUF-2021","USA-MA-CDCBI-CRSP_PK5XOQNHK3TQ47QR-2021",0.136752136752137,0,"Same Consensus"
"35","USA-MA-CDCBI-CRSP_SGAOS4Y2XDQEBYPV-2021","USA-MA-CDCBI-CRSP_PK5XOQNHK3TQ47QR-2021",0.863247863247863,1,"Minor Allele to Fixation"
"36","USA-MA-CDCBI-CRSP_VWF5M2Q75H37KMAN-2021","USA-MA-CDCBI-CRSP_33AA5JWNXPC55KKP-2021",1,1,"Split Bottleneck"
"37","Index","USA-MA-CDCBI-CRSP_VWF5M2Q75H37KMAN-2021",0.982905982905983,NA,"Index Case"
"38","USA-MA-CDCBI-CRSP_2DCGRRLKLHWJRVBC-2021","USA-MA-CDCBI-CRSP_VWF5M2Q75H37KMAN-2021",0.0170940170940171,0,"Same Consensus"
"39","USA-MA-CDCBI-CRSP_ZIQKF4TCNHQ6IJNI-2021","USA-MA-CDCBI-CRSP_2WZ2MFPFRXWOUYNX-2021",0.136752136752137,0,"Same Consensus"
"40","USA-MA-CDCBI-CRSP_2DCGRRLKLHWJRVBC-2021","USA-MA-CDCBI-CRSP_2WZ2MFPFRXWOUYNX-2021",0.196581196581197,0,"Same Consensus"
"41","USA-MA-CDCBI-CRSP_WFWVW4L4YLWT26MW-2021","USA-MA-CDCBI-CRSP_2WZ2MFPFRXWOUYNX-2021",0.205128205128205,0,"Same Consensus"
