"","From","To","Probability","Distance","Relationship"
"1","Index","USA-MA-CDCBI-CRSP_LU53TPEY2NQYDDFS-2022",0.037037037037037,NA,"Index Case"
"2","USA-MA-CDCBI-CRSP_HPPXGUDNLFVI2WSK-2022","USA-MA-CDCBI-CRSP_LU53TPEY2NQYDDFS-2022",0.901234567901235,0,"Same Consensus"
"3","USA-MA-CDCBI-CRSP_XQGNNUXZKTTXFPFW-2022","USA-MA-CDCBI-CRSP_LU53TPEY2NQYDDFS-2022",0.0123456790123457,0,"Same Consensus"
"4","USA-MA-CDCBI-CRSP_IM5YI5KRM24H2U5K-2022","USA-MA-CDCBI-CRSP_LU53TPEY2NQYDDFS-2022",0.0123456790123457,0,"Same Consensus"
"5","USA-MA-CDCBI-CRSP_QUC374NH7457M3J5-2022","USA-MA-CDCBI-CRSP_LU53TPEY2NQYDDFS-2022",0.037037037037037,0,"Same Consensus"
"6","USA-MA-CDCBI-CRSP_LU53TPEY2NQYDDFS-2022","USA-MA-CDCBI-CRSP_ZCBIMTHRU4D2ZA5L-2022",0.222222222222222,1,"Undetected Consensus Change"
"7","USA-MA-CDCBI-CRSP_HPPXGUDNLFVI2WSK-2022","USA-MA-CDCBI-CRSP_ZCBIMTHRU4D2ZA5L-2022",0.0123456790123457,1,"Undetected Consensus Change"
"8","USA-MA-CDCBI-CRSP_IM5YI5KRM24H2U5K-2022","USA-MA-CDCBI-CRSP_ZCBIMTHRU4D2ZA5L-2022",0.283950617283951,1,"Undetected Consensus Change"
"9","USA-MA-CDCBI-CRSP_QUC374NH7457M3J5-2022","USA-MA-CDCBI-CRSP_ZCBIMTHRU4D2ZA5L-2022",0.419753086419753,1,"Undetected Consensus Change"
"10","USA-MA-CDCBI-CRSP_YDGFB4U6TXRCQJ4I-2022","USA-MA-CDCBI-CRSP_ZCBIMTHRU4D2ZA5L-2022",0.0617283950617284,1,"Undetected Consensus Change"
"11","Index","USA-MA-CDCBI-CRSP_IEBMUVIA524QSZVP-2022",0.123456790123457,NA,"Index Case"
"12","USA-MA-CDCBI-CRSP_LU53TPEY2NQYDDFS-2022","USA-MA-CDCBI-CRSP_IEBMUVIA524QSZVP-2022",0.209876543209877,1,"Undetected Consensus Change"
"13","USA-MA-CDCBI-CRSP_HPPXGUDNLFVI2WSK-2022","USA-MA-CDCBI-CRSP_IEBMUVIA524QSZVP-2022",0.0123456790123457,1,"Undetected Consensus Change"
"14","USA-MA-CDCBI-CRSP_IM5YI5KRM24H2U5K-2022","USA-MA-CDCBI-CRSP_IEBMUVIA524QSZVP-2022",0.222222222222222,2,"Undetected Consensus Change"
"15","USA-MA-CDCBI-CRSP_QUC374NH7457M3J5-2022","USA-MA-CDCBI-CRSP_IEBMUVIA524QSZVP-2022",0.197530864197531,2,"Undetected Consensus Change"
"16","USA-MA-CDCBI-CRSP_YDGFB4U6TXRCQJ4I-2022","USA-MA-CDCBI-CRSP_IEBMUVIA524QSZVP-2022",0.234567901234568,2,"Undetected Consensus Change"
"17","Index","USA-MA-CDCBI-CRSP_HPPXGUDNLFVI2WSK-2022",1,NA,"Index Case"
"18","Index","USA-MA-CDCBI-CRSP_XQGNNUXZKTTXFPFW-2022",0.395061728395062,NA,"Index Case"
"19","USA-MA-CDCBI-CRSP_LU53TPEY2NQYDDFS-2022","USA-MA-CDCBI-CRSP_XQGNNUXZKTTXFPFW-2022",0.0987654320987654,0,"Same Consensus"
"20","USA-MA-CDCBI-CRSP_HPPXGUDNLFVI2WSK-2022","USA-MA-CDCBI-CRSP_XQGNNUXZKTTXFPFW-2022",0.506172839506173,0,"Same Consensus"
"21","USA-MA-CDCBI-CRSP_LU53TPEY2NQYDDFS-2022","USA-MA-CDCBI-CRSP_IM5YI5KRM24H2U5K-2022",0.246913580246914,0,"Same Consensus"
"22","USA-MA-CDCBI-CRSP_HPPXGUDNLFVI2WSK-2022","USA-MA-CDCBI-CRSP_IM5YI5KRM24H2U5K-2022",0.679012345679012,0,"Same Consensus"
"23","USA-MA-CDCBI-CRSP_QUC374NH7457M3J5-2022","USA-MA-CDCBI-CRSP_IM5YI5KRM24H2U5K-2022",0.0740740740740741,0,"Same Consensus"
"24","USA-MA-CDCBI-CRSP_ZCBIMTHRU4D2ZA5L-2022","USA-MA-CDCBI-CRSP_CFHA5NGYYGMHSRGG-2022",1,0,"Same Consensus"
"25","USA-MA-CDCBI-CRSP_LU53TPEY2NQYDDFS-2022","USA-MA-CDCBI-CRSP_QUC374NH7457M3J5-2022",0.308641975308642,0,"Same Consensus"
"26","USA-MA-CDCBI-CRSP_HPPXGUDNLFVI2WSK-2022","USA-MA-CDCBI-CRSP_QUC374NH7457M3J5-2022",0.654320987654321,0,"Same Consensus"
"27","USA-MA-CDCBI-CRSP_IM5YI5KRM24H2U5K-2022","USA-MA-CDCBI-CRSP_QUC374NH7457M3J5-2022",0.037037037037037,0,"Same Consensus"
"28","USA-MA-CDCBI-CRSP_LU53TPEY2NQYDDFS-2022","USA-MA-CDCBI-CRSP_YDGFB4U6TXRCQJ4I-2022",0.246913580246914,0,"Same Consensus"
"29","USA-MA-CDCBI-CRSP_HPPXGUDNLFVI2WSK-2022","USA-MA-CDCBI-CRSP_YDGFB4U6TXRCQJ4I-2022",0.037037037037037,0,"Same Consensus"
"30","USA-MA-CDCBI-CRSP_IM5YI5KRM24H2U5K-2022","USA-MA-CDCBI-CRSP_YDGFB4U6TXRCQJ4I-2022",0.345679012345679,0,"Same Consensus"
"31","USA-MA-CDCBI-CRSP_QUC374NH7457M3J5-2022","USA-MA-CDCBI-CRSP_YDGFB4U6TXRCQJ4I-2022",0.37037037037037,0,"Same Consensus"
